Location,Race Ethnicity,TimeFrame,DataFormat,Data
ACADEMY 20,Hawaiian/Pacific Islander,2012,Percent,0.6833
ACADEMY 20,Hispanic,2012,Percent,0.5978
ACADEMY 20,Native American,2012,Percent,0.5893
ACADEMY 20,Two or more,2012,Percent,0.7186
ACADEMY 20,White,2012,Percent,0.7262
ACADEMY 20,All Students,2013,Percent,0.72029
ACADEMY 20,Asian,2013,Percent,0.8109
ACADEMY 20,Black,2013,Percent,0.4819
ACADEMY 20,Hawaiian/Pacific Islander,2013,Percent,0.7167
ACADEMY 20,Hispanic,2013,Percent,0.623
ACADEMY 20,Native American,2013,Percent,0.6102
ACADEMY 20,Two or more,2013,Percent,0.7474
ACADEMY 20,White,2013,Percent,0.7406
ACADEMY 20,All Students,2014,Percent,0.71583
ACADEMY 20,Asian,2014,Percent,0.7894
ACADEMY 20,Black,2014,Percent,0.5194
ACADEMY 20,Hawaiian/Pacific Islander,2014,Percent,0.7273
ACADEMY 20,Hispanic,2014,Percent,0.6244
ACADEMY 20,Native American,2014,Percent,0.6207
ACADEMY 20,Two or more,2014,Percent,0.7317
ACADEMY 20,White,2014,Percent,0.7348
ADAMS COUNTY 14,All Students,2011,Percent,0.3172
ADAMS COUNTY 14,Asian,2011,Percent,LNE
ADAMS COUNTY 14,Black,2011,Percent,0.2255
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2011,Percent,LNE
ADAMS COUNTY 14,Hispanic,2011,Percent,0.3119
ADAMS COUNTY 14,Native American,2011,Percent,0.3636
ADAMS COUNTY 14,Two or more,2011,Percent,0.5
ADAMS COUNTY 14,White,2011,Percent,0.3462
ADAMS COUNTY 14,All Students,2012,Percent,0.27973
ADAMS COUNTY 14,Asian,2012,Percent,LNE
ADAMS COUNTY 14,Black,2012,Percent,0.2162
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2012,Percent,LNE
ADAMS COUNTY 14,Hispanic,2012,Percent,0.2791
ADAMS COUNTY 14,Native American,2012,Percent,0.3462
ADAMS COUNTY 14,Two or more,2012,Percent,0.4348
ADAMS COUNTY 14,White,2012,Percent,0.2762
ADAMS COUNTY 14,All Students,2013,Percent,0.30327
ADAMS COUNTY 14,Asian,2013,Percent,LNE
ADAMS COUNTY 14,Black,2013,Percent,0.2593
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2013,Percent,LNE
ADAMS COUNTY 14,Hispanic,2013,Percent,0.2986
ADAMS COUNTY 14,Native American,2013,Percent,0.32
ADAMS COUNTY 14,Two or more,2013,Percent,0.25
ADAMS COUNTY 14,White,2013,Percent,0.3388
ADAMS COUNTY 14,All Students,2014,Percent,0.29801
ADAMS COUNTY 14,Asian,2014,Percent,LNE
ADAMS COUNTY 14,Black,2014,Percent,0.2182
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2014,Percent,LNE
ADAMS COUNTY 14,Hispanic,2014,Percent,0.2927
ADAMS COUNTY 14,Native American,2014,Percent,0.3214
ADAMS COUNTY 14,Two or more,2014,Percent,0.3824
ADAMS COUNTY 14,White,2014,Percent,0.3402
ADAMS-ARAPAHOE 28J,All Students,2011,Percent,0.3429
ADAMS-ARAPAHOE 28J,Asian,2011,Percent,0.4379
ADAMS-ARAPAHOE 28J,Black,2011,Percent,0.3013
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2011,Percent,0.3529
ADAMS-ARAPAHOE 28J,Hispanic,2011,Percent,0.2825
ADAMS-ARAPAHOE 28J,Native American,2011,Percent,0.4048
ADAMS-ARAPAHOE 28J,Two or more,2011,Percent,0.4643
ADAMS-ARAPAHOE 28J,White,2011,Percent,0.5139
ADAMS-ARAPAHOE 28J,All Students,2012,Percent,0.35533
ADAMS-ARAPAHOE 28J,Asian,2012,Percent,0.4405
ADAMS-ARAPAHOE 28J,Black,2012,Percent,0.3106
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2012,Percent,0.3564
ADAMS-ARAPAHOE 28J,Hispanic,2012,Percent,0.3031
ADAMS-ARAPAHOE 28J,Native American,2012,Percent,0.3813
ADAMS-ARAPAHOE 28J,Two or more,2012,Percent,0.4406
ADAMS-ARAPAHOE 28J,White,2012,Percent,0.5206
ADAMS-ARAPAHOE 28J,All Students,2013,Percent,0.35625
ADAMS-ARAPAHOE 28J,Asian,2013,Percent,0.4262
ADAMS-ARAPAHOE 28J,Black,2013,Percent,0.3305
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2013,Percent,0.3558
ADAMS-ARAPAHOE 28J,Hispanic,2013,Percent,0.3008
ADAMS-ARAPAHOE 28J,Native American,2013,Percent,0.3721
ADAMS-ARAPAHOE 28J,Two or more,2013,Percent,0.4163
ADAMS-ARAPAHOE 28J,White,2013,Percent,0.5298
ADAMS-ARAPAHOE 28J,All Students,2014,Percent,0.34175
ADAMS-ARAPAHOE 28J,Asian,2014,Percent,0.408
ADAMS-ARAPAHOE 28J,Black,2014,Percent,0.2991
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2014,Percent,0.3628
ADAMS-ARAPAHOE 28J,Hispanic,2014,Percent,0.2955
ADAMS-ARAPAHOE 28J,Native American,2014,Percent,0.3027
ADAMS-ARAPAHOE 28J,Two or more,2014,Percent,0.4168
ADAMS-ARAPAHOE 28J,White,2014,Percent,0.5098
AGATE 300,All Students,2011,Percent,N/A
AGATE 300,Asian,2011,Percent,LNE
AGATE 300,Black,2011,Percent,LNE
AGATE 300,Hawaiian/Pacific Islander,2011,Percent,LNE
AGATE 300,Hispanic,2011,Percent,LNE
AGATE 300,Native American,2011,Percent,LNE
AGATE 300,Two or more,2011,Percent,LNE
AGATE 300,White,2011,Percent,LNE
AGATE 300,All Students,2012,Percent,LNE
AGATE 300,Asian,2012,Percent,LNE
AGATE 300,Black,2012,Percent,LNE
AGATE 300,Hawaiian/Pacific Islander,2012,Percent,LNE
AGATE 300,Hispanic,2012,Percent,LNE
AGATE 300,Native American,2012,Percent,LNE
AGATE 300,Two or more,2012,Percent,LNE
AGATE 300,White,2012,Percent,LNE
AGATE 300,All Students,2013,Percent,LNE
AGATE 300,Asian,2013,Percent,LNE
AGATE 300,Black,2013,Percent,LNE
AGATE 300,Hawaiian/Pacific Islander,2013,Percent,LNE
AGATE 300,Hispanic,2013,Percent,LNE
AGATE 300,Native American,2013,Percent,LNE
AGATE 300,Two or more,2013,Percent,LNE
AGATE 300,White,2013,Percent,LNE
AGATE 300,All Students,2014,Percent,LNE
AGATE 300,Asian,2014,Percent,LNE
AGATE 300,Black,2014,Percent,LNE
AGATE 300,Hawaiian/Pacific Islander,2014,Percent,LNE
AGATE 300,Hispanic,2014,Percent,LNE
AGATE 300,Native American,2014,Percent,LNE
AGATE 300,Two or more,2014,Percent,LNE
AGATE 300,White,2014,Percent,LNE
AGUILAR REORGANIZED 6,All Students,2011,Percent,0.3696
AGUILAR REORGANIZED 6,Asian,2011,Percent,LNE
AGUILAR REORGANIZED 6,Black,2011,Percent,LNE
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2011,Percent,LNE
AGUILAR REORGANIZED 6,Hispanic,2011,Percent,0.4167
AGUILAR REORGANIZED 6,Native American,2011,Percent,LNE
AGUILAR REORGANIZED 6,Two or more,2011,Percent,LNE
AGUILAR REORGANIZED 6,White,2011,Percent,0.3182
AGUILAR REORGANIZED 6,All Students,2012,Percent,0.17778
AGUILAR REORGANIZED 6,Asian,2012,Percent,LNE
AGUILAR REORGANIZED 6,Black,2012,Percent,LNE
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2012,Percent,LNE
AGUILAR REORGANIZED 6,Hispanic,2012,Percent,0.2083
AGUILAR REORGANIZED 6,Native American,2012,Percent,LNE
AGUILAR REORGANIZED 6,Two or more,2012,Percent,LNE
AGUILAR REORGANIZED 6,White,2012,Percent,0.1053
AGUILAR REORGANIZED 6,All Students,2013,Percent,0.32558
AGUILAR REORGANIZED 6,Asian,2013,Percent,LNE
AGUILAR REORGANIZED 6,Black,2013,Percent,LNE
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2013,Percent,LNE
AGUILAR REORGANIZED 6,Hispanic,2013,Percent,0.28
AGUILAR REORGANIZED 6,Native American,2013,Percent,LNE
AGUILAR REORGANIZED 6,Two or more,2013,Percent,LNE
AGUILAR REORGANIZED 6,White,2013,Percent,0.3125
AGUILAR REORGANIZED 6,All Students,2014,Percent,0.19643
AGUILAR REORGANIZED 6,Asian,2014,Percent,LNE
AGUILAR REORGANIZED 6,Black,2014,Percent,LNE
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2014,Percent,LNE
AGUILAR REORGANIZED 6,Hispanic,2014,Percent,0.1379
AGUILAR REORGANIZED 6,Native American,2014,Percent,LNE
AGUILAR REORGANIZED 6,Two or more,2014,Percent,LNE
AGUILAR REORGANIZED 6,White,2014,Percent,0.2593
AKRON R-1,All Students,2011,Percent,0.6066
AKRON R-1,Asian,2011,Percent,LNE
AKRON R-1,Black,2011,Percent,LNE
AKRON R-1,Hawaiian/Pacific Islander,2011,Percent,LNE
AKRON R-1,Hispanic,2011,Percent,0.6154
AKRON R-1,Native American,2011,Percent,LNE
AKRON R-1,Two or more,2011,Percent,LNE
AKRON R-1,White,2011,Percent,0.6011
AKRON R-1,All Students,2012,Percent,0.60096
AKRON R-1,Asian,2012,Percent,LNE
AKRON R-1,Black,2012,Percent,LNE
AKRON R-1,Hawaiian/Pacific Islander,2012,Percent,LNE
AKRON R-1,Hispanic,2012,Percent,0.5172
AKRON R-1,Native American,2012,Percent,LNE
AKRON R-1,Two or more,2012,Percent,LNE
AKRON R-1,White,2012,Percent,0.6023
AKRON R-1,All Students,2013,Percent,0.52752
AKRON R-1,Asian,2013,Percent,LNE
AKRON R-1,Black,2013,Percent,LNE
AKRON R-1,Hawaiian/Pacific Islander,2013,Percent,LNE
AKRON R-1,Hispanic,2013,Percent,0.4667
AKRON R-1,Native American,2013,Percent,LNE
AKRON R-1,Two or more,2013,Percent,LNE
AKRON R-1,White,2013,Percent,0.5424
AKRON R-1,All Students,2014,Percent,0.50242
AKRON R-1,Asian,2014,Percent,LNE
AKRON R-1,Black,2014,Percent,LNE
AKRON R-1,Hawaiian/Pacific Islander,2014,Percent,LNE
AKRON R-1,Hispanic,2014,Percent,0.4688
AKRON R-1,Native American,2014,Percent,LNE
AKRON R-1,Two or more,2014,Percent,LNE
AKRON R-1,White,2014,Percent,0.5155
ALAMOSA RE-11J,All Students,2011,Percent,0.4845
ALAMOSA RE-11J,Asian,2011,Percent,LNE
ALAMOSA RE-11J,Black,2011,Percent,LNE
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2011,Percent,LNE
ALAMOSA RE-11J,Hispanic,2011,Percent,0.3861
ALAMOSA RE-11J,Native American,2011,Percent,LNE
ALAMOSA RE-11J,Two or more,2011,Percent,LNE
ALAMOSA RE-11J,White,2011,Percent,0.6565
ALAMOSA RE-11J,All Students,2012,Percent,0.46661
ALAMOSA RE-11J,Asian,2012,Percent,LNE
ALAMOSA RE-11J,Black,2012,Percent,LNE
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2012,Percent,LNE
ALAMOSA RE-11J,Hispanic,2012,Percent,0.3822
ALAMOSA RE-11J,Native American,2012,Percent,LNE
ALAMOSA RE-11J,Two or more,2012,Percent,LNE
ALAMOSA RE-11J,White,2012,Percent,0.6089
ALAMOSA RE-11J,All Students,2013,Percent,0.46645
ALAMOSA RE-11J,Asian,2013,Percent,LNE
ALAMOSA RE-11J,Black,2013,Percent,LNE
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2013,Percent,LNE
ALAMOSA RE-11J,Hispanic,2013,Percent,0.3891
ALAMOSA RE-11J,Native American,2013,Percent,LNE
ALAMOSA RE-11J,Two or more,2013,Percent,LNE
ALAMOSA RE-11J,White,2013,Percent,0.615
ALAMOSA RE-11J,All Students,2014,Percent,0.48013
ALAMOSA RE-11J,Asian,2014,Percent,LNE
ALAMOSA RE-11J,Black,2014,Percent,LNE
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2014,Percent,LNE
ALAMOSA RE-11J,Hispanic,2014,Percent,0.4093
ALAMOSA RE-11J,Native American,2014,Percent,LNE
ALAMOSA RE-11J,Two or more,2014,Percent,LNE
ALAMOSA RE-11J,White,2014,Percent,0.6123
ARCHULETA COUNTY 50 JT,All Students,2011,Percent,0.5341
ARCHULETA COUNTY 50 JT,Asian,2011,Percent,LNE
ARCHULETA COUNTY 50 JT,Black,2011,Percent,LNE
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2011,Percent,LNE
ARCHULETA COUNTY 50 JT,Hispanic,2011,Percent,0.3724
ARCHULETA COUNTY 50 JT,Native American,2011,Percent,0.25
ARCHULETA COUNTY 50 JT,Two or more,2011,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2011,Percent,0.5909
ARCHULETA COUNTY 50 JT,All Students,2012,Percent,0.51282
ARCHULETA COUNTY 50 JT,Asian,2012,Percent,LNE
ARCHULETA COUNTY 50 JT,Black,2012,Percent,LNE
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2012,Percent,LNE
ARCHULETA COUNTY 50 JT,Hispanic,2012,Percent,0.3043
ARCHULETA COUNTY 50 JT,Native American,2012,Percent,0.25
ARCHULETA COUNTY 50 JT,Two or more,2012,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2012,Percent,0.5918
ARCHULETA COUNTY 50 JT,All Students,2013,Percent,0.4642
ARCHULETA COUNTY 50 JT,Asian,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,Black,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,Hispanic,2013,Percent,0.3388
ARCHULETA COUNTY 50 JT,Native American,2013,Percent,0.125
ARCHULETA COUNTY 50 JT,Two or more,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2013,Percent,0.5271
ARCHULETA COUNTY 50 JT,All Students,2014,Percent,0.44806
ARCHULETA COUNTY 50 JT,Asian,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Black,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Hispanic,2014,Percent,0.287
ARCHULETA COUNTY 50 JT,Native American,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Two or more,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2014,Percent,0.5217
ARICKAREE R-2,All Students,2011,Percent,0.7273
ARICKAREE R-2,Asian,2011,Percent,LNE
ARICKAREE R-2,Black,2011,Percent,LNE
ARICKAREE R-2,Hawaiian/Pacific Islander,2011,Percent,LNE
ARICKAREE R-2,Hispanic,2011,Percent,LNE
ARICKAREE R-2,Native American,2011,Percent,LNE
ARICKAREE R-2,Two or more,2011,Percent,LNE
ARICKAREE R-2,White,2011,Percent,0.75
ARICKAREE R-2,All Students,2012,Percent,0.60656
ARICKAREE R-2,Asian,2012,Percent,LNE
ARICKAREE R-2,Black,2012,Percent,LNE
ARICKAREE R-2,Hawaiian/Pacific Islander,2012,Percent,LNE
ARICKAREE R-2,Hispanic,2012,Percent,LNE
ARICKAREE R-2,Native American,2012,Percent,LNE
ARICKAREE R-2,Two or more,2012,Percent,LNE
ARICKAREE R-2,White,2012,Percent,0.6415
ARICKAREE R-2,All Students,2013,Percent,0.69841
ARICKAREE R-2,Asian,2013,Percent,LNE
ARICKAREE R-2,Black,2013,Percent,LNE
ARICKAREE R-2,Hawaiian/Pacific Islander,2013,Percent,LNE
ARICKAREE R-2,Hispanic,2013,Percent,LNE
ARICKAREE R-2,Native American,2013,Percent,LNE
ARICKAREE R-2,Two or more,2013,Percent,LNE
ARICKAREE R-2,White,2013,Percent,0.7143
BETHUNE R-5,All Students,2011,Percent,0.358
CAMPO RE-6,All Students,2011,Percent,0.381
CENTENNIAL R-1,All Students,2011,Percent,0.3817
BURLINGTON RE-6J,All Students,2011,Percent,0.4673
BRIGHTON 27J,All Students,2011,Percent,0.4793
BRUSH RE-2(J),All Students,2011,Percent,0.5033
AULT-HIGHLAND RE-9,All Students,2011,Percent,0.5041
ARRIBA-FLAGLER C-20,All Students,2011,Percent,0.5059
CANON CITY RE-1,All Students,2011,Percent,0.5178
BENNETT 29J,All Students,2011,Percent,0.5298
BRANSON REORGANIZED 82,All Students,2011,Percent,0.5338
BYERS 32J,All Students,2011,Percent,0.5675
CALHAN RJ-1,All Students,2011,Percent,0.5995
BUENA VISTA R-31,All Students,2011,Percent,0.6034
BAYFIELD 10 JT-R,All Students,2011,Percent,0.6067
BIG SANDY 100J,All Students,2011,Percent,0.6432
BUFFALO RE-4,All Students,2011,Percent,0.6495
BRIGGSDALE RE-10,All Students,2011,Percent,0.6517
BOULDER VALLEY RE 2,All Students,2011,Percent,0.6933
ASPEN 1,All Students,2011,Percent,0.7292
BRIGHTON 27J,Asian,2011,Percent,0.5311
ASPEN 1,Asian,2011,Percent,0.6667
BOULDER VALLEY RE 2,Asian,2011,Percent,0.7326
ARRIBA-FLAGLER C-20,Asian,2011,Percent,LNE
AULT-HIGHLAND RE-9,Asian,2011,Percent,LNE
BAYFIELD 10 JT-R,Asian,2011,Percent,LNE
BENNETT 29J,Asian,2011,Percent,LNE
BETHUNE R-5,Asian,2011,Percent,LNE
BIG SANDY 100J,Asian,2011,Percent,LNE
BRANSON REORGANIZED 82,Asian,2011,Percent,LNE
BRIGGSDALE RE-10,Asian,2011,Percent,LNE
BRUSH RE-2(J),Asian,2011,Percent,LNE
BUENA VISTA R-31,Asian,2011,Percent,LNE
BUFFALO RE-4,Asian,2011,Percent,LNE
BURLINGTON RE-6J,Asian,2011,Percent,LNE
BYERS 32J,Asian,2011,Percent,LNE
CALHAN RJ-1,Asian,2011,Percent,LNE
CAMPO RE-6,Asian,2011,Percent,LNE
CANON CITY RE-1,Asian,2011,Percent,LNE
CENTENNIAL R-1,Asian,2011,Percent,LNE
BRIGHTON 27J,Black,2011,Percent,0.4663
BOULDER VALLEY RE 2,Black,2011,Percent,0.4891
CANON CITY RE-1,Black,2011,Percent,0.5
ARRIBA-FLAGLER C-20,Black,2011,Percent,LNE
ASPEN 1,Black,2011,Percent,LNE
AULT-HIGHLAND RE-9,Black,2011,Percent,LNE
BAYFIELD 10 JT-R,Black,2011,Percent,LNE
BENNETT 29J,Black,2011,Percent,LNE
BETHUNE R-5,Black,2011,Percent,LNE
BIG SANDY 100J,Black,2011,Percent,LNE
BRANSON REORGANIZED 82,Black,2011,Percent,LNE
BRIGGSDALE RE-10,Black,2011,Percent,LNE
BRUSH RE-2(J),Black,2011,Percent,LNE
BUENA VISTA R-31,Black,2011,Percent,LNE
BUFFALO RE-4,Black,2011,Percent,LNE
BURLINGTON RE-6J,Black,2011,Percent,LNE
BYERS 32J,Black,2011,Percent,LNE
CALHAN RJ-1,Black,2011,Percent,LNE
CAMPO RE-6,Black,2011,Percent,LNE
CENTENNIAL R-1,Black,2011,Percent,LNE
BRIGHTON 27J,Hawaiian/Pacific Islander,2011,Percent,0.5789
ARRIBA-FLAGLER C-20,Hawaiian/Pacific Islander,2011,Percent,LNE
ASPEN 1,Hawaiian/Pacific Islander,2011,Percent,LNE
AULT-HIGHLAND RE-9,Hawaiian/Pacific Islander,2011,Percent,LNE
BAYFIELD 10 JT-R,Hawaiian/Pacific Islander,2011,Percent,LNE
BENNETT 29J,Hawaiian/Pacific Islander,2011,Percent,LNE
BETHUNE R-5,Hawaiian/Pacific Islander,2011,Percent,LNE
BIG SANDY 100J,Hawaiian/Pacific Islander,2011,Percent,LNE
BOULDER VALLEY RE 2,Hawaiian/Pacific Islander,2011,Percent,LNE
BRANSON REORGANIZED 82,Hawaiian/Pacific Islander,2011,Percent,LNE
BRIGGSDALE RE-10,Hawaiian/Pacific Islander,2011,Percent,LNE
BRUSH RE-2(J),Hawaiian/Pacific Islander,2011,Percent,LNE
BUENA VISTA R-31,Hawaiian/Pacific Islander,2011,Percent,LNE
BUFFALO RE-4,Hawaiian/Pacific Islander,2011,Percent,LNE
BURLINGTON RE-6J,Hawaiian/Pacific Islander,2011,Percent,LNE
BYERS 32J,Hawaiian/Pacific Islander,2011,Percent,LNE
CALHAN RJ-1,Hawaiian/Pacific Islander,2011,Percent,LNE
CAMPO RE-6,Hawaiian/Pacific Islander,2011,Percent,LNE
CANON CITY RE-1,Hawaiian/Pacific Islander,2011,Percent,LNE
CENTENNIAL R-1,Hawaiian/Pacific Islander,2011,Percent,LNE
BUFFALO RE-4,Hispanic,2011,Percent,0.2941
BURLINGTON RE-6J,Hispanic,2011,Percent,0.3158
AULT-HIGHLAND RE-9,Hispanic,2011,Percent,0.3446
BETHUNE R-5,Hispanic,2011,Percent,0.3667
BOULDER VALLEY RE 2,Hispanic,2011,Percent,0.3706
CENTENNIAL R-1,Hispanic,2011,Percent,0.377
BRIGHTON 27J,Hispanic,2011,Percent,0.3849
BRUSH RE-2(J),Hispanic,2011,Percent,0.4039
BRANSON REORGANIZED 82,Hispanic,2011,Percent,0.4118
BAYFIELD 10 JT-R,Hispanic,2011,Percent,0.437
ASPEN 1,Hispanic,2011,Percent,0.438
CANON CITY RE-1,Hispanic,2011,Percent,0.4454
BYERS 32J,Hispanic,2011,Percent,0.4483
BENNETT 29J,Hispanic,2011,Percent,0.4554
BUENA VISTA R-31,Hispanic,2011,Percent,0.4615
BIG SANDY 100J,Hispanic,2011,Percent,0.5185
CALHAN RJ-1,Hispanic,2011,Percent,0.5806
ARRIBA-FLAGLER C-20,Hispanic,2011,Percent,LNE
BRIGGSDALE RE-10,Hispanic,2011,Percent,LNE
CAMPO RE-6,Hispanic,2011,Percent,LNE
BAYFIELD 10 JT-R,Native American,2011,Percent,0.32
BOULDER VALLEY RE 2,Native American,2011,Percent,0.3939
CANON CITY RE-1,Native American,2011,Percent,0.4375
BRIGHTON 27J,Native American,2011,Percent,0.4444
ARRIBA-FLAGLER C-20,Native American,2011,Percent,LNE
ASPEN 1,Native American,2011,Percent,LNE
AULT-HIGHLAND RE-9,Native American,2011,Percent,LNE
BENNETT 29J,Native American,2011,Percent,LNE
BETHUNE R-5,Native American,2011,Percent,LNE
BIG SANDY 100J,Native American,2011,Percent,LNE
BRANSON REORGANIZED 82,Native American,2011,Percent,LNE
BRIGGSDALE RE-10,Native American,2011,Percent,LNE
BRUSH RE-2(J),Native American,2011,Percent,LNE
BUENA VISTA R-31,Native American,2011,Percent,LNE
BUFFALO RE-4,Native American,2011,Percent,LNE
BURLINGTON RE-6J,Native American,2011,Percent,LNE
BYERS 32J,Native American,2011,Percent,LNE
CALHAN RJ-1,Native American,2011,Percent,LNE
CAMPO RE-6,Native American,2011,Percent,LNE
CENTENNIAL R-1,Native American,2011,Percent,LNE
BAYFIELD 10 JT-R,Two or more,2011,Percent,0.3529
BENNETT 29J,Two or more,2011,Percent,0.5
CANON CITY RE-1,Two or more,2011,Percent,0.5111
BRIGHTON 27J,Two or more,2011,Percent,0.5198
BRUSH RE-2(J),Two or more,2011,Percent,0.7647
BOULDER VALLEY RE 2,Two or more,2011,Percent,0.7653
ARRIBA-FLAGLER C-20,Two or more,2011,Percent,LNE
ASPEN 1,Two or more,2011,Percent,LNE
AULT-HIGHLAND RE-9,Two or more,2011,Percent,LNE
BETHUNE R-5,Two or more,2011,Percent,LNE
BIG SANDY 100J,Two or more,2011,Percent,LNE
BRANSON REORGANIZED 82,Two or more,2011,Percent,LNE
BRIGGSDALE RE-10,Two or more,2011,Percent,LNE
BUENA VISTA R-31,Two or more,2011,Percent,LNE
BUFFALO RE-4,Two or more,2011,Percent,LNE
BURLINGTON RE-6J,Two or more,2011,Percent,LNE
BYERS 32J,Two or more,2011,Percent,LNE
CALHAN RJ-1,Two or more,2011,Percent,LNE
CAMPO RE-6,Two or more,2011,Percent,LNE
CENTENNIAL R-1,Two or more,2011,Percent,LNE
CAMPO RE-6,White,2011,Percent,0.3333
BETHUNE R-5,White,2011,Percent,0.34
ARRIBA-FLAGLER C-20,White,2011,Percent,0.519
CANON CITY RE-1,White,2011,Percent,0.5272
BENNETT 29J,White,2011,Percent,0.5527
BURLINGTON RE-6J,White,2011,Percent,0.5548
BRIGHTON 27J,White,2011,Percent,0.5647
BRANSON REORGANIZED 82,White,2011,Percent,0.5654
BYERS 32J,White,2011,Percent,0.5743
AULT-HIGHLAND RE-9,White,2011,Percent,0.598
BRUSH RE-2(J),White,2011,Percent,0.6019
CALHAN RJ-1,White,2011,Percent,0.605
BUENA VISTA R-31,White,2011,Percent,0.6256
BAYFIELD 10 JT-R,White,2011,Percent,0.6552
BRIGGSDALE RE-10,White,2011,Percent,0.6625
BIG SANDY 100J,White,2011,Percent,0.6667
BUFFALO RE-4,White,2011,Percent,0.6909
BOULDER VALLEY RE 2,White,2011,Percent,0.7602
ASPEN 1,White,2011,Percent,0.7719
CENTENNIAL R-1,White,2011,Percent,LNE
ARRIBA-FLAGLER C-20,All Students,2012,Percent,0.49425
ASPEN 1,All Students,2012,Percent,0.71028
AULT-HIGHLAND RE-9,All Students,2012,Percent,0.47887
BAYFIELD 10 JT-R,All Students,2012,Percent,0.55177
BENNETT 29J,All Students,2012,Percent,0.50627
BETHUNE R-5,All Students,2012,Percent,0.25316
BIG SANDY 100J,All Students,2012,Percent,0.60428
BOULDER VALLEY RE 2,All Students,2012,Percent,0.67056
BRANSON REORGANIZED 82,All Students,2012,Percent,0.51923
BRIGGSDALE RE-10,All Students,2012,Percent,0.60417
BRIGHTON 27J,All Students,2012,Percent,0.46543
BRUSH RE-2(J),All Students,2012,Percent,0.46401
BUENA VISTA R-31,All Students,2012,Percent,0.57838
