Location,TimeFrame,DataFormat,Data
ELLICOTT 22,2013,Number,955
ELLICOTT 22,2014,Number,1072
ENGLEWOOD 1,2009,Number,3124
ENGLEWOOD 1,2010,Number,2992
ENGLEWOOD 1,2011,Number,2954
ENGLEWOOD 1,2012,Number,2981
ENGLEWOOD 1,2013,Number,2835
ENGLEWOOD 1,2014,Number,2866
FALCON 49,2009,Number,14398
FALCON 49,2010,Number,14708
FALCON 49,2011,Number,15063
FALCON 49,2012,Number,15478
FALCON 49,2013,Number,18880
FALCON 49,2014,Number,19552
FLORENCE RE-2,2009,Number,1623
FLORENCE RE-2,2010,Number,1600
FLORENCE RE-2,2011,Number,N/A
FLORENCE RE-2,2012,Number,1536
FLORENCE RE-2,2013,Number,1450
FLORENCE RE-2,2014,Number,1373
FORT MORGAN RE-3,2009,Number,3232
FORT MORGAN RE-3,2010,Number,3204
FORT MORGAN RE-3,2011,Number,3194
FORT MORGAN RE-3,2012,Number,3153
FORT MORGAN RE-3,2013,Number,3205
FORT MORGAN RE-3,2014,Number,3200
FOUNTAIN 8,2009,Number,7365
FOUNTAIN 8,2010,Number,7536
FOUNTAIN 8,2011,Number,7702
FOUNTAIN 8,2012,Number,7840
FOUNTAIN 8,2013,Number,8089
FOUNTAIN 8,2014,Number,8120
FOWLER R-4J,2009,Number,402
FOWLER R-4J,2010,Number,421
FOWLER R-4J,2011,Number,407
FOWLER R-4J,2012,Number,409
FOWLER R-4J,2013,Number,409
FOWLER R-4J,2014,Number,402
FRENCHMAN RE-3,2009,Number,188
FRENCHMAN RE-3,2010,Number,200
FRENCHMAN RE-3,2011,Number,185
FRENCHMAN RE-3,2012,Number,202
FRENCHMAN RE-3,2013,Number,203
FRENCHMAN RE-3,2014,Number,198
GARFIELD 16,2009,Number,1229
GARFIELD 16,2010,Number,1133
GARFIELD 16,2011,Number,1176
GARFIELD 16,2012,Number,1126
GARFIELD 16,2013,Number,1050
GARFIELD 16,2014,Number,1038
GARFIELD RE-2,2009,Number,4935
GARFIELD RE-2,2010,Number,4980
GARFIELD RE-2,2011,Number,4717
GARFIELD RE-2,2012,Number,4730
GARFIELD RE-2,2013,Number,4818
GARFIELD RE-2,2014,Number,4828
GENOA-HUGO C113,2009,Number,190
GENOA-HUGO C113,2010,Number,178
GENOA-HUGO C113,2011,Number,185
GENOA-HUGO C113,2012,Number,176
GENOA-HUGO C113,2013,Number,178
GENOA-HUGO C113,2014,Number,171
GILPIN COUNTY RE-1,2009,Number,361
GILPIN COUNTY RE-1,2010,Number,386
GILPIN COUNTY RE-1,2011,Number,380
GILPIN COUNTY RE-1,2012,Number,373
GILPIN COUNTY RE-1,2013,Number,421
GILPIN COUNTY RE-1,2014,Number,429
GRANADA RE-1,2009,Number,243
GRANADA RE-1,2010,Number,244
GRANADA RE-1,2011,Number,247
GRANADA RE-1,2012,Number,218
GRANADA RE-1,2013,Number,202
GRANADA RE-1,2014,Number,202
GREELEY 6,2009,Number,19117
GREELEY 6,2010,Number,19623
GREELEY 6,2011,Number,19840
GREELEY 6,2012,Number,19821
GREELEY 6,2013,Number,20450
GREELEY 6,2014,Number,21183
GUNNISON WATERSHED RE1J,2009,Number,1818
GUNNISON WATERSHED RE1J,2010,Number,1864
GUNNISON WATERSHED RE1J,2011,Number,1846
GUNNISON WATERSHED RE1J,2012,Number,1846
GUNNISON WATERSHED RE1J,2013,Number,1934
GUNNISON WATERSHED RE1J,2014,Number,1929
HANOVER 28,2009,Number,266
HANOVER 28,2010,Number,223
HANOVER 28,2011,Number,208
HANOVER 28,2012,Number,227
HANOVER 28,2013,Number,251
HANOVER 28,2014,Number,260
HARRISON 2,2009,Number,11309
HARRISON 2,2010,Number,11147
HARRISON 2,2011,Number,11108
HARRISON 2,2012,Number,10775
HARRISON 2,2013,Number,11179
HARRISON 2,2014,Number,11441
HAXTUN RE-2J,2009,Number,317
HAXTUN RE-2J,2010,Number,323
HAXTUN RE-2J,2011,Number,323
HAXTUN RE-2J,2012,Number,331
HAXTUN RE-2J,2013,Number,326
HAXTUN RE-2J,2014,Number,330
HAYDEN RE-1,2009,Number,438
HAYDEN RE-1,2010,Number,420
HAYDEN RE-1,2011,Number,389
HAYDEN RE-1,2012,Number,406
HAYDEN RE-1,2013,Number,415
HAYDEN RE-1,2014,Number,414
HINSDALE COUNTY RE 1,2009,Number,93
HINSDALE COUNTY RE 1,2010,Number,96
HINSDALE COUNTY RE 1,2011,Number,91
HINSDALE COUNTY RE 1,2012,Number,81
HINSDALE COUNTY RE 1,2013,Number,80
HINSDALE COUNTY RE 1,2014,Number,96
HI-PLAINS R-23,2009,Number,122
HI-PLAINS R-23,2010,Number,107
HI-PLAINS R-23,2011,Number,129
HI-PLAINS R-23,2012,Number,131
HI-PLAINS R-23,2013,Number,121
HI-PLAINS R-23,2014,Number,111
HOEHNE REORGANIZED 3,2009,Number,329
HOEHNE REORGANIZED 3,2010,Number,334
HOEHNE REORGANIZED 3,2011,Number,351
HOEHNE REORGANIZED 3,2012,Number,385
HOEHNE REORGANIZED 3,2013,Number,359
HOEHNE REORGANIZED 3,2014,Number,363
HOLLY RE-3,2009,Number,291
HOLLY RE-3,2010,Number,292
HOLLY RE-3,2011,Number,294
HOLLY RE-3,2012,Number,292
HOLLY RE-3,2013,Number,299
HOLLY RE-3,2014,Number,302
HOLYOKE RE-1J,2009,Number,631
HOLYOKE RE-1J,2010,Number,614
HOLYOKE RE-1J,2011,Number,633
HOLYOKE RE-1J,2012,Number,630
HOLYOKE RE-1J,2013,Number,568
HOLYOKE RE-1J,2014,Number,593
HUERFANO RE-1,2009,Number,620
HUERFANO RE-1,2010,Number,575
HUERFANO RE-1,2011,Number,554
HUERFANO RE-1,2012,Number,520
HUERFANO RE-1,2013,Number,511
HUERFANO RE-1,2014,Number,537
IDALIA SCHOOL DISTRICT RJ-3,2009,Number,162
IGNACIO 11 JT,2009,Number,797
JEFFERSON COUNTY R-1,2009,Number,86250
JOHNSTOWN-MILLIKEN RE-5J,2009,Number,3136
JULESBURG RE-1,2009,Number,1237
KARVAL RE-23,2009,Number,273
KEENESBURG RE-3(J),2009,Number,2149
KIM REORGANIZED 88,2009,Number,61
KIOWA C-2,2009,Number,383
KIT CARSON R-1,2009,Number,96
LA VETA RE-2,2009,Number,254
LAKE COUNTY R-1,2009,Number,1208
LAMAR RE-2,2009,Number,1718
LAS ANIMAS RE-1,2009,Number,592
LEWIS-PALMER 38,2009,Number,5950
LIBERTY SCHOOL DISTRICT J-4,2009,Number,89
LIMON RE-4J,2009,Number,448
LITTLETON 6,2009,Number,15753
LONE STAR 101,2009,Number,118
MANCOS RE-6,2009,Number,373
MANITOU SPRINGS 14,2009,Number,1405
MANZANOLA 3J,2009,Number,177
MAPLETON 1,2009,Number,5775
MC CLAVE RE-2,2009,Number,259
MEEKER RE1,2009,Number,707
MESA COUNTY VALLEY 51,2009,Number,22030
MIAMI/YODER 60 JT,2009,Number,329
MOFFAT 2,2009,Number,223
MOFFAT COUNTY RE:NO 1,2009,Number,2536
MONTE VISTA C-8,2009,Number,1181
MONTEZUMA-CORTEZ RE-1,2009,Number,2946
MONTROSE COUNTY RE-1J,2009,Number,6521
MOUNTAIN VALLEY RE 1,2009,Number,128
NORTH CONEJOS RE-1J,2009,Number,1051
NORTH PARK R-1,2009,Number,230
NORTHGLENN-THORNTON 12,2009,Number,41949
NORWOOD R-2J,2009,Number,274
OTIS R-3,2009,Number,201
OURAY R-1,2009,Number,230
PARK (ESTES PARK) R-3,2009,Number,1210
PARK COUNTY RE-2,2009,Number,605
PAWNEE RE-12,2009,Number,92
PEYTON 23 JT,2009,Number,694
PLAINVIEW RE-2,2009,Number,83
PLATEAU RE-5,2009,Number,163
PLATEAU VALLEY 50,2009,Number,489
PLATTE CANYON 1,2009,Number,1248
PLATTE VALLEY RE-3,2009,Number,115
PLATTE VALLEY RE-7,2009,Number,1122
POUDRE R-1,2009,Number,26520
PRAIRIE RE-11,2009,Number,167
PRIMERO REORGANIZED 2,2009,Number,231
PRITCHETT RE-3,2009,Number,72
PUEBLO CITY 60,2009,Number,18304
PUEBLO COUNTY RURAL 70,2009,Number,8929
RANGELY RE-4,2009,Number,505
RIDGWAY R-2,2009,Number,380
ROARING FORK RE-1,2009,Number,5344
ROCKY FORD R-2,2009,Number,878
SALIDA R-32,2009,Number,1085
SANFORD 6J,2009,Number,340
SANGRE DE CRISTO RE-22J,2009,Number,323
SARGENT RE-33J,2009,Number,484
SHERIDAN 2,2009,Number,1595
SIERRA GRANDE R-30,2009,Number,252
SILVERTON 1,2009,Number,66
SOUTH CONEJOS RE-10,2009,Number,280
SOUTH ROUTT RE 3,2009,Number,435
SPRINGFIELD RE-4,2009,Number,300
ST VRAIN VALLEY RE 1J,2009,Number,26724
STEAMBOAT SPRINGS RE-2,2009,Number,2152
STRASBURG 31J,2009,Number,1041
STRATTON R-4,2009,Number,209
SUMMIT RE-1,2009,Number,3089
SWINK 33,2009,Number,378
TELLURIDE R-1,2009,Number,699
THOMPSON R-2J,2009,Number,15225
TRINIDAD 1,2009,Number,1401
VALLEY RE-1,2009,Number,2502
VILAS RE-5,2009,Number,415
WALSH RE-1,2009,Number,167
WELD COUNTY RE-1,2009,Number,1784
WELD COUNTY S/D RE-8,2009,Number,2423
WELDON VALLEY RE-20(J),2009,Number,211
WEST END RE-2,2009,Number,346
WEST GRAND 1-JT,2009,Number,451
WEST YUMA COUNTY RJ-1,2009,Number,N/A
WESTMINSTER 50,2009,Number,9862
WIDEFIELD 3,2009,Number,8851
WIGGINS RE-50(J),2009,Number,566
WILEY RE-13 JT,2009,Number,236
WINDSOR RE-4,2009,Number,4082
WOODLAND PARK RE-2,2009,Number,2797
WOODLIN R-104,2009,Number,105
WRAY SCHOOL DISTRICT RD-2,2009,Number,702
YUMA SCHOOL DISTRICT 1,2009,Number,823
IDALIA SCHOOL DISTRICT RJ-3,2010,Number,157
IGNACIO 11 JT,2010,Number,751
JEFFERSON COUNTY R-1,2010,Number,85938
JOHNSTOWN-MILLIKEN RE-5J,2010,Number,3138
JULESBURG RE-1,2010,Number,1787
KARVAL RE-23,2010,Number,235
KEENESBURG RE-3(J),2010,Number,2276
KIM REORGANIZED 88,2010,Number,58
KIOWA C-2,2010,Number,371
KIT CARSON R-1,2010,Number,109
LA VETA RE-2,2010,Number,223
LAKE COUNTY R-1,2010,Number,1188
LAMAR RE-2,2010,Number,1666
LAS ANIMAS RE-1,2010,Number,547
LEWIS-PALMER 38,2010,Number,5977
LIBERTY SCHOOL DISTRICT J-4,2010,Number,86
LIMON RE-4J,2010,Number,435
LITTLETON 6,2010,Number,15733
LONE STAR 101,2010,Number,104
MANCOS RE-6,2010,Number,369
MANITOU SPRINGS 14,2010,Number,1418
MANZANOLA 3J,2010,Number,173
MAPLETON 1,2010,Number,7634
MC CLAVE RE-2,2010,Number,305
MEEKER RE1,2010,Number,667
MESA COUNTY VALLEY 51,2010,Number,22091
MIAMI/YODER 60 JT,2010,Number,320
MOFFAT 2,2010,Number,206
MOFFAT COUNTY RE:NO 1,2010,Number,2402
MONTE VISTA C-8,2010,Number,1172
MONTEZUMA-CORTEZ RE-1,2010,Number,2929
MONTROSE COUNTY RE-1J,2010,Number,6415
MOUNTAIN VALLEY RE 1,2010,Number,120
NORTH CONEJOS RE-1J,2010,Number,1030
NORTH PARK R-1,2010,Number,211
NORTHGLENN-THORNTON 12,2010,Number,41957
NORWOOD R-2J,2010,Number,257
OTIS R-3,2010,Number,209
OURAY R-1,2010,Number,216
PARK (ESTES PARK) R-3,2010,Number,1159
PARK COUNTY RE-2,2010,Number,601
PAWNEE RE-12,2010,Number,75
PEYTON 23 JT,2010,Number,694
PLAINVIEW RE-2,2010,Number,85
PLATEAU RE-5,2010,Number,176
PLATEAU VALLEY 50,2010,Number,471
PLATTE CANYON 1,2010,Number,1209
PLATTE VALLEY RE-3,2010,Number,120
PLATTE VALLEY RE-7,2010,Number,1057
POUDRE R-1,2010,Number,26923
PRAIRIE RE-11,2010,Number,174
PRIMERO REORGANIZED 2,2010,Number,221
PRITCHETT RE-3,2010,Number,66
PUEBLO CITY 60,2010,Number,18420
PUEBLO COUNTY RURAL 70,2010,Number,8836
RANGELY RE-4,2010,Number,480
RIDGWAY R-2,2010,Number,350
ROARING FORK RE-1,2010,Number,5212
ROCKY FORD R-2,2010,Number,862
SALIDA R-32,2010,Number,1071
SANFORD 6J,2010,Number,346
