Location,Race Ethnicity,TimeFrame,DataFormat,Data
ACADEMY 20,Two or more,2012,Percent,0.84584
ACADEMY 20,White,2012,Percent,0.86189
ACADEMY 20,All Students,2013,Percent,0.84505
ACADEMY 20,Asian,2013,Percent,0.90193
ACADEMY 20,Black,2013,Percent,0.66951
ACADEMY 20,Hawaiian/Pacific Islander,2013,Percent,0.86667
ACADEMY 20,Hispanic,2013,Percent,0.77278
ACADEMY 20,Native American,2013,Percent,0.81356
ACADEMY 20,Two or more,2013,Percent,0.85582
ACADEMY 20,White,2013,Percent,0.86083
ACADEMY 20,All Students,2014,Percent,0.84127
ACADEMY 20,Asian,2014,Percent,0.85531
ACADEMY 20,Black,2014,Percent,0.70387
ACADEMY 20,Hawaiian/Pacific Islander,2014,Percent,0.93182
ACADEMY 20,Hispanic,2014,Percent,0.00778
ACADEMY 20,Native American,2014,Percent,0.00724
ACADEMY 20,Two or more,2014,Percent,0.00859
ACADEMY 20,White,2014,Percent,0.00856
ADAMS COUNTY 14,All Students,2011,Percent,0.44
ADAMS COUNTY 14,Asian,2011,Percent,LNE
ADAMS COUNTY 14,Black,2011,Percent,0.3333
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2011,Percent,LNE
ADAMS COUNTY 14,Hispanic,2011,Percent,0.4341
ADAMS COUNTY 14,Native American,2011,Percent,0.4848
ADAMS COUNTY 14,Two or more,2011,Percent,0.4583
ADAMS COUNTY 14,White,2011,Percent,0.522
ADAMS COUNTY 14,All Students,2012,Percent,0.42674
ADAMS COUNTY 14,Asian,2012,Percent,LNE
ADAMS COUNTY 14,Black,2012,Percent,0.32432
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2012,Percent,LNE
ADAMS COUNTY 14,Hispanic,2012,Percent,0.41874
ADAMS COUNTY 14,Native American,2012,Percent,0.53846
ADAMS COUNTY 14,Two or more,2012,Percent,0.47826
ADAMS COUNTY 14,White,2012,Percent,0.48524
ADAMS COUNTY 14,All Students,2013,Percent,0.44816
ADAMS COUNTY 14,Asian,2013,Percent,LNE
ADAMS COUNTY 14,Black,2013,Percent,0.39091
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2013,Percent,LNE
ADAMS COUNTY 14,Hispanic,2013,Percent,0.43455
ADAMS COUNTY 14,Native American,2013,Percent,0.56
ADAMS COUNTY 14,Two or more,2013,Percent,0.4375
ADAMS COUNTY 14,White,2013,Percent,0.53455
ADAMS COUNTY 14,All Students,2014,Percent,0.43328
ADAMS COUNTY 14,Asian,2014,Percent,LNE
ADAMS COUNTY 14,Black,2014,Percent,0.30909
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2014,Percent,LNE
ADAMS COUNTY 14,Hispanic,2014,Percent,0.00422
ADAMS COUNTY 14,Native American,2014,Percent,0.00429
ADAMS COUNTY 14,Two or more,2014,Percent,0.005
ADAMS COUNTY 14,White,2014,Percent,0.0053
ADAMS-ARAPAHOE 28J,All Students,2011,Percent,0.47
ADAMS-ARAPAHOE 28J,Asian,2011,Percent,0.5089
ADAMS-ARAPAHOE 28J,Black,2011,Percent,0.4135
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2011,Percent,0.3529
ADAMS-ARAPAHOE 28J,Hispanic,2011,Percent,0.4047
ADAMS-ARAPAHOE 28J,Native American,2011,Percent,0.5119
ADAMS-ARAPAHOE 28J,Two or more,2011,Percent,0.593
ADAMS-ARAPAHOE 28J,White,2011,Percent,0.6644
ADAMS-ARAPAHOE 28J,All Students,2012,Percent,0.48299
ADAMS-ARAPAHOE 28J,Asian,2012,Percent,0.50939
ADAMS-ARAPAHOE 28J,Black,2012,Percent,0.44789
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2012,Percent,0.39604
ADAMS-ARAPAHOE 28J,Hispanic,2012,Percent,0.41979
ADAMS-ARAPAHOE 28J,Native American,2012,Percent,0.51875
ADAMS-ARAPAHOE 28J,Two or more,2012,Percent,0.598
ADAMS-ARAPAHOE 28J,White,2012,Percent,0.68271
ADAMS-ARAPAHOE 28J,All Students,2013,Percent,0.48395
ADAMS-ARAPAHOE 28J,Asian,2013,Percent,0.51033
ADAMS-ARAPAHOE 28J,Black,2013,Percent,0.44729
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2013,Percent,0.45192
ADAMS-ARAPAHOE 28J,Hispanic,2013,Percent,0.42377
ADAMS-ARAPAHOE 28J,Native American,2013,Percent,0.55233
ADAMS-ARAPAHOE 28J,Two or more,2013,Percent,0.59049
ADAMS-ARAPAHOE 28J,White,2013,Percent,0.68431
ADAMS-ARAPAHOE 28J,All Students,2014,Percent,0.46483
ADAMS-ARAPAHOE 28J,Asian,2014,Percent,0.4608
ADAMS-ARAPAHOE 28J,Black,2014,Percent,0.43067
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2014,Percent,0.44248
ADAMS-ARAPAHOE 28J,Hispanic,2014,Percent,0.00406
ADAMS-ARAPAHOE 28J,Native American,2014,Percent,0.00449
ADAMS-ARAPAHOE 28J,Two or more,2014,Percent,0.00568
ADAMS-ARAPAHOE 28J,White,2014,Percent,0.00679
AGATE 300,All Students,2011,Percent,N/A
AGATE 300,Asian,2011,Percent,LNE
AGATE 300,Black,2011,Percent,LNE
AGATE 300,Hawaiian/Pacific Islander,2011,Percent,LNE
AGATE 300,Hispanic,2011,Percent,LNE
AGATE 300,Native American,2011,Percent,LNE
AGATE 300,Two or more,2011,Percent,LNE
AGATE 300,White,2011,Percent,LNE
AGATE 300,All Students,2012,Percent,LNE
AGATE 300,Asian,2012,Percent,LNE
AGATE 300,Black,2012,Percent,LNE
AGATE 300,Hawaiian/Pacific Islander,2012,Percent,LNE
AGATE 300,Hispanic,2012,Percent,LNE
AGATE 300,Native American,2012,Percent,LNE
AGATE 300,Two or more,2012,Percent,LNE
AGATE 300,White,2012,Percent,LNE
AGATE 300,All Students,2013,Percent,LNE
AGATE 300,Asian,2013,Percent,LNE
AGATE 300,Black,2013,Percent,LNE
AGATE 300,Hawaiian/Pacific Islander,2013,Percent,LNE
AGATE 300,Hispanic,2013,Percent,LNE
AGATE 300,Native American,2013,Percent,LNE
AGATE 300,Two or more,2013,Percent,LNE
AGATE 300,White,2013,Percent,LNE
AGATE 300,All Students,2014,Percent,LNE
AGATE 300,Asian,2014,Percent,LNE
AGATE 300,Black,2014,Percent,LNE
AGATE 300,Hawaiian/Pacific Islander,2014,Percent,LNE
AGATE 300,Hispanic,2014,Percent,LNE
AGATE 300,Native American,2014,Percent,LNE
AGATE 300,Two or more,2014,Percent,LNE
AGATE 300,White,2014,Percent,LNE
AGUILAR REORGANIZED 6,All Students,2011,Percent,0.5
AGUILAR REORGANIZED 6,Asian,2011,Percent,LNE
AGUILAR REORGANIZED 6,Black,2011,Percent,LNE
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2011,Percent,LNE
AGUILAR REORGANIZED 6,Hispanic,2011,Percent,0.5417
AGUILAR REORGANIZED 6,Native American,2011,Percent,LNE
AGUILAR REORGANIZED 6,Two or more,2011,Percent,LNE
AGUILAR REORGANIZED 6,White,2011,Percent,0.4545
AGUILAR REORGANIZED 6,All Students,2012,Percent,0.42553
AGUILAR REORGANIZED 6,Asian,2012,Percent,LNE
AGUILAR REORGANIZED 6,Black,2012,Percent,LNE
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2012,Percent,LNE
AGUILAR REORGANIZED 6,Hispanic,2012,Percent,0.37037
AGUILAR REORGANIZED 6,Native American,2012,Percent,LNE
AGUILAR REORGANIZED 6,Two or more,2012,Percent,LNE
AGUILAR REORGANIZED 6,White,2012,Percent,0.52632
AGUILAR REORGANIZED 6,All Students,2013,Percent,0.46512
AGUILAR REORGANIZED 6,Asian,2013,Percent,LNE
AGUILAR REORGANIZED 6,Black,2013,Percent,LNE
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2013,Percent,LNE
AGUILAR REORGANIZED 6,Hispanic,2013,Percent,0.28
AGUILAR REORGANIZED 6,Native American,2013,Percent,LNE
AGUILAR REORGANIZED 6,Two or more,2013,Percent,LNE
AGUILAR REORGANIZED 6,White,2013,Percent,0.6875
AGUILAR REORGANIZED 6,All Students,2014,Percent,0.46429
AGUILAR REORGANIZED 6,Asian,2014,Percent,LNE
AGUILAR REORGANIZED 6,Black,2014,Percent,LNE
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2014,Percent,LNE
AGUILAR REORGANIZED 6,Hispanic,2014,Percent,0.00379
AGUILAR REORGANIZED 6,Native American,2014,Percent,LNE
AGUILAR REORGANIZED 6,Two or more,2014,Percent,LNE
AGUILAR REORGANIZED 6,White,2014,Percent,0.00556
AKRON R-1,All Students,2011,Percent,0.76
AKRON R-1,Asian,2011,Percent,LNE
AKRON R-1,Black,2011,Percent,LNE
AKRON R-1,Hawaiian/Pacific Islander,2011,Percent,LNE
AKRON R-1,Hispanic,2011,Percent,0.6923
AKRON R-1,Native American,2011,Percent,LNE
AKRON R-1,Two or more,2011,Percent,LNE
AKRON R-1,White,2011,Percent,0.7697
AKRON R-1,All Students,2012,Percent,0.78365
AKRON R-1,Asian,2012,Percent,LNE
AKRON R-1,Black,2012,Percent,LNE
AKRON R-1,Hawaiian/Pacific Islander,2012,Percent,LNE
AKRON R-1,Hispanic,2012,Percent,0.68966
AKRON R-1,Native American,2012,Percent,LNE
AKRON R-1,Two or more,2012,Percent,LNE
AKRON R-1,White,2012,Percent,0.80117
AKRON R-1,All Students,2013,Percent,0.69725
AKRON R-1,Asian,2013,Percent,LNE
AKRON R-1,Black,2013,Percent,LNE
AKRON R-1,Hawaiian/Pacific Islander,2013,Percent,LNE
AKRON R-1,Hispanic,2013,Percent,0.62069
AKRON R-1,Native American,2013,Percent,LNE
AKRON R-1,Two or more,2013,Percent,LNE
AKRON R-1,White,2013,Percent,0.70787
AKRON R-1,All Students,2014,Percent,0.68116
AKRON R-1,Asian,2014,Percent,LNE
AKRON R-1,Black,2014,Percent,LNE
AKRON R-1,Hawaiian/Pacific Islander,2014,Percent,LNE
AKRON R-1,Hispanic,2014,Percent,0.00531
AKRON R-1,Native American,2014,Percent,LNE
AKRON R-1,Two or more,2014,Percent,LNE
AKRON R-1,White,2014,Percent,0.00702
ALAMOSA RE-11J,All Students,2011,Percent,0.61
ALAMOSA RE-11J,Asian,2011,Percent,LNE
ALAMOSA RE-11J,Black,2011,Percent,LNE
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2011,Percent,LNE
ALAMOSA RE-11J,Hispanic,2011,Percent,0.5366
ALAMOSA RE-11J,Native American,2011,Percent,LNE
ALAMOSA RE-11J,Two or more,2011,Percent,LNE
ALAMOSA RE-11J,White,2011,Percent,0.7547
ALAMOSA RE-11J,All Students,2012,Percent,0.63681
ALAMOSA RE-11J,Asian,2012,Percent,LNE
ALAMOSA RE-11J,Black,2012,Percent,LNE
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2012,Percent,LNE
ALAMOSA RE-11J,Hispanic,2012,Percent,0.56283
ALAMOSA RE-11J,Native American,2012,Percent,LNE
ALAMOSA RE-11J,Two or more,2012,Percent,LNE
ALAMOSA RE-11J,White,2012,Percent,0.77283
ALAMOSA RE-11J,All Students,2013,Percent,0.65
ALAMOSA RE-11J,Asian,2013,Percent,LNE
ALAMOSA RE-11J,Black,2013,Percent,LNE
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2013,Percent,LNE
ALAMOSA RE-11J,Hispanic,2013,Percent,0.57868
ALAMOSA RE-11J,Native American,2013,Percent,LNE
ALAMOSA RE-11J,Two or more,2013,Percent,LNE
ALAMOSA RE-11J,White,2013,Percent,0.78756
ALAMOSA RE-11J,All Students,2014,Percent,0.63889
ALAMOSA RE-11J,Asian,2014,Percent,LNE
ALAMOSA RE-11J,Black,2014,Percent,LNE
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2014,Percent,LNE
ALAMOSA RE-11J,Hispanic,2014,Percent,0.00565
ALAMOSA RE-11J,Native American,2014,Percent,LNE
ALAMOSA RE-11J,Two or more,2014,Percent,LNE
ALAMOSA RE-11J,White,2014,Percent,0.00778
ARCHULETA COUNTY 50 JT,All Students,2011,Percent,0.71
ARCHULETA COUNTY 50 JT,Asian,2011,Percent,LNE
ARCHULETA COUNTY 50 JT,Black,2011,Percent,LNE
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2011,Percent,LNE
ARCHULETA COUNTY 50 JT,Hispanic,2011,Percent,0.5909
ARCHULETA COUNTY 50 JT,Native American,2011,Percent,0.5
ARCHULETA COUNTY 50 JT,Two or more,2011,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2011,Percent,0.7633
ARCHULETA COUNTY 50 JT,All Students,2012,Percent,0.70233
ARCHULETA COUNTY 50 JT,Asian,2012,Percent,LNE
ARCHULETA COUNTY 50 JT,Black,2012,Percent,LNE
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2012,Percent,LNE
ARCHULETA COUNTY 50 JT,Hispanic,2012,Percent,0.55072
ARCHULETA COUNTY 50 JT,Native American,2012,Percent,0.3
ARCHULETA COUNTY 50 JT,Two or more,2012,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2012,Percent,0.76634
ARCHULETA COUNTY 50 JT,All Students,2013,Percent,0.64994
ARCHULETA COUNTY 50 JT,Asian,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,Black,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,Hispanic,2013,Percent,0.53306
ARCHULETA COUNTY 50 JT,Native American,2013,Percent,0.25
ARCHULETA COUNTY 50 JT,Two or more,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2013,Percent,0.71429
ARCHULETA COUNTY 50 JT,All Students,2014,Percent,0.66125
ARCHULETA COUNTY 50 JT,Asian,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Black,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Hispanic,2014,Percent,0.00524
ARCHULETA COUNTY 50 JT,Native American,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Two or more,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2014,Percent,0.00723
ARICKAREE R-2,All Students,2011,Percent,0.88
ARICKAREE R-2,Asian,2011,Percent,LNE
ARICKAREE R-2,Black,2011,Percent,LNE
ARICKAREE R-2,Hawaiian/Pacific Islander,2011,Percent,LNE
ARICKAREE R-2,Hispanic,2011,Percent,LNE
ARICKAREE R-2,Native American,2011,Percent,LNE
ARICKAREE R-2,Two or more,2011,Percent,LNE
ARICKAREE R-2,White,2011,Percent,0.9
ARICKAREE R-2,All Students,2012,Percent,0.78689
ARICKAREE R-2,Asian,2012,Percent,LNE
ARICKAREE R-2,Black,2012,Percent,LNE
ARICKAREE R-2,Hawaiian/Pacific Islander,2012,Percent,LNE
ARICKAREE R-2,Hispanic,2012,Percent,LNE
ARICKAREE R-2,Native American,2012,Percent,LNE
ARICKAREE R-2,Two or more,2012,Percent,LNE
ARICKAREE R-2,White,2012,Percent,0.83019
ARICKAREE R-2,All Students,2013,Percent,0.79365
ARICKAREE R-2,Asian,2013,Percent,LNE
ARICKAREE R-2,Black,2013,Percent,LNE
ARICKAREE R-2,Hawaiian/Pacific Islander,2013,Percent,LNE
ARICKAREE R-2,Hispanic,2013,Percent,LNE
ARICKAREE R-2,Native American,2013,Percent,LNE
ARICKAREE R-2,Two or more,2013,Percent,LNE
ARICKAREE R-2,White,2013,Percent,0.83929
CENTENNIAL R-1,All Students,2011,Percent,0.47
BETHUNE R-5,All Students,2011,Percent,0.56
CAMPO RE-6,All Students,2011,Percent,0.62
AULT-HIGHLAND RE-9,All Students,2011,Percent,0.63
BRIGHTON 27J,All Students,2011,Percent,0.63
BRUSH RE-2(J),All Students,2011,Percent,0.63
BURLINGTON RE-6J,All Students,2011,Percent,0.63
BENNETT 29J,All Students,2011,Percent,0.67
BIG SANDY 100J,All Students,2011,Percent,0.67
CANON CITY RE-1,All Students,2011,Percent,0.67
ARRIBA-FLAGLER C-20,All Students,2011,Percent,0.73
CALHAN RJ-1,All Students,2011,Percent,0.73
BRIGGSDALE RE-10,All Students,2011,Percent,0.74
BUENA VISTA R-31,All Students,2011,Percent,0.74
BYERS 32J,All Students,2011,Percent,0.75
BRANSON REORGANIZED 82,All Students,2011,Percent,0.76
BUFFALO RE-4,All Students,2011,Percent,0.76
BAYFIELD 10 JT-R,All Students,2011,Percent,0.78
BOULDER VALLEY RE 2,All Students,2011,Percent,0.8
ASPEN 1,All Students,2011,Percent,0.86
BRIGHTON 27J,Asian,2011,Percent,0.7066
ASPEN 1,Asian,2011,Percent,0.7143
BOULDER VALLEY RE 2,Asian,2011,Percent,0.8247
ARRIBA-FLAGLER C-20,Asian,2011,Percent,LNE
AULT-HIGHLAND RE-9,Asian,2011,Percent,LNE
BAYFIELD 10 JT-R,Asian,2011,Percent,LNE
BENNETT 29J,Asian,2011,Percent,LNE
BETHUNE R-5,Asian,2011,Percent,LNE
BIG SANDY 100J,Asian,2011,Percent,LNE
BRANSON REORGANIZED 82,Asian,2011,Percent,LNE
BRIGGSDALE RE-10,Asian,2011,Percent,LNE
BRUSH RE-2(J),Asian,2011,Percent,LNE
BUENA VISTA R-31,Asian,2011,Percent,LNE
BUFFALO RE-4,Asian,2011,Percent,LNE
BURLINGTON RE-6J,Asian,2011,Percent,LNE
BYERS 32J,Asian,2011,Percent,LNE
CALHAN RJ-1,Asian,2011,Percent,LNE
CAMPO RE-6,Asian,2011,Percent,LNE
CANON CITY RE-1,Asian,2011,Percent,LNE
CENTENNIAL R-1,Asian,2011,Percent,LNE
BRIGHTON 27J,Black,2011,Percent,0.5951
BOULDER VALLEY RE 2,Black,2011,Percent,0.6176
CANON CITY RE-1,Black,2011,Percent,0.7222
ARRIBA-FLAGLER C-20,Black,2011,Percent,LNE
ASPEN 1,Black,2011,Percent,LNE
AULT-HIGHLAND RE-9,Black,2011,Percent,LNE
BAYFIELD 10 JT-R,Black,2011,Percent,LNE
BENNETT 29J,Black,2011,Percent,LNE
BETHUNE R-5,Black,2011,Percent,LNE
BIG SANDY 100J,Black,2011,Percent,LNE
BRANSON REORGANIZED 82,Black,2011,Percent,LNE
BRIGGSDALE RE-10,Black,2011,Percent,LNE
BRUSH RE-2(J),Black,2011,Percent,LNE
BUENA VISTA R-31,Black,2011,Percent,LNE
BUFFALO RE-4,Black,2011,Percent,LNE
BURLINGTON RE-6J,Black,2011,Percent,LNE
BYERS 32J,Black,2011,Percent,LNE
CALHAN RJ-1,Black,2011,Percent,LNE
CAMPO RE-6,Black,2011,Percent,LNE
CENTENNIAL R-1,Black,2011,Percent,LNE
BRIGHTON 27J,Hawaiian/Pacific Islander,2011,Percent,0.6842
ARRIBA-FLAGLER C-20,Hawaiian/Pacific Islander,2011,Percent,LNE
ASPEN 1,Hawaiian/Pacific Islander,2011,Percent,LNE
AULT-HIGHLAND RE-9,Hawaiian/Pacific Islander,2011,Percent,LNE
BAYFIELD 10 JT-R,Hawaiian/Pacific Islander,2011,Percent,LNE
BENNETT 29J,Hawaiian/Pacific Islander,2011,Percent,LNE
BETHUNE R-5,Hawaiian/Pacific Islander,2011,Percent,LNE
BIG SANDY 100J,Hawaiian/Pacific Islander,2011,Percent,LNE
BOULDER VALLEY RE 2,Hawaiian/Pacific Islander,2011,Percent,LNE
BRANSON REORGANIZED 82,Hawaiian/Pacific Islander,2011,Percent,LNE
BRIGGSDALE RE-10,Hawaiian/Pacific Islander,2011,Percent,LNE
BRUSH RE-2(J),Hawaiian/Pacific Islander,2011,Percent,LNE
BUENA VISTA R-31,Hawaiian/Pacific Islander,2011,Percent,LNE
BUFFALO RE-4,Hawaiian/Pacific Islander,2011,Percent,LNE
BURLINGTON RE-6J,Hawaiian/Pacific Islander,2011,Percent,LNE
BYERS 32J,Hawaiian/Pacific Islander,2011,Percent,LNE
CALHAN RJ-1,Hawaiian/Pacific Islander,2011,Percent,LNE
CAMPO RE-6,Hawaiian/Pacific Islander,2011,Percent,LNE
CANON CITY RE-1,Hawaiian/Pacific Islander,2011,Percent,LNE
CENTENNIAL R-1,Hawaiian/Pacific Islander,2011,Percent,LNE
AULT-HIGHLAND RE-9,Hispanic,2011,Percent,0.4407
BURLINGTON RE-6J,Hispanic,2011,Percent,0.4474
BETHUNE R-5,Hispanic,2011,Percent,0.4667
BUFFALO RE-4,Hispanic,2011,Percent,0.4706
BOULDER VALLEY RE 2,Hispanic,2011,Percent,0.4798
CENTENNIAL R-1,Hispanic,2011,Percent,0.4836
BRUSH RE-2(J),Hispanic,2011,Percent,0.5164
BRIGHTON 27J,Hispanic,2011,Percent,0.5304
BIG SANDY 100J,Hispanic,2011,Percent,0.5556
CANON CITY RE-1,Hispanic,2011,Percent,0.5588
BENNETT 29J,Hispanic,2011,Percent,0.5743
BAYFIELD 10 JT-R,Hispanic,2011,Percent,0.6471
ASPEN 1,Hispanic,2011,Percent,0.6694
BUENA VISTA R-31,Hispanic,2011,Percent,0.6923
BRANSON REORGANIZED 82,Hispanic,2011,Percent,0.7059
BYERS 32J,Hispanic,2011,Percent,0.7241
CALHAN RJ-1,Hispanic,2011,Percent,0.7419
ARRIBA-FLAGLER C-20,Hispanic,2011,Percent,LNE
BRIGGSDALE RE-10,Hispanic,2011,Percent,LNE
CAMPO RE-6,Hispanic,2011,Percent,LNE
BAYFIELD 10 JT-R,Native American,2011,Percent,0.44
CANON CITY RE-1,Native American,2011,Percent,0.5625
BRIGHTON 27J,Native American,2011,Percent,0.5714
BOULDER VALLEY RE 2,Native American,2011,Percent,0.596
ARRIBA-FLAGLER C-20,Native American,2011,Percent,LNE
ASPEN 1,Native American,2011,Percent,LNE
AULT-HIGHLAND RE-9,Native American,2011,Percent,LNE
BENNETT 29J,Native American,2011,Percent,LNE
BETHUNE R-5,Native American,2011,Percent,LNE
BIG SANDY 100J,Native American,2011,Percent,LNE
BRANSON REORGANIZED 82,Native American,2011,Percent,LNE
BRIGGSDALE RE-10,Native American,2011,Percent,LNE
BRUSH RE-2(J),Native American,2011,Percent,LNE
BUENA VISTA R-31,Native American,2011,Percent,LNE
BUFFALO RE-4,Native American,2011,Percent,LNE
BURLINGTON RE-6J,Native American,2011,Percent,LNE
BYERS 32J,Native American,2011,Percent,LNE
CALHAN RJ-1,Native American,2011,Percent,LNE
CAMPO RE-6,Native American,2011,Percent,LNE
CENTENNIAL R-1,Native American,2011,Percent,LNE
BENNETT 29J,Two or more,2011,Percent,0.625
BRIGHTON 27J,Two or more,2011,Percent,0.6931
BAYFIELD 10 JT-R,Two or more,2011,Percent,0.7059
CANON CITY RE-1,Two or more,2011,Percent,0.7111
BRUSH RE-2(J),Two or more,2011,Percent,0.8235
BOULDER VALLEY RE 2,Two or more,2011,Percent,0.8618
ARRIBA-FLAGLER C-20,Two or more,2011,Percent,LNE
ASPEN 1,Two or more,2011,Percent,LNE
AULT-HIGHLAND RE-9,Two or more,2011,Percent,LNE
BETHUNE R-5,Two or more,2011,Percent,LNE
BIG SANDY 100J,Two or more,2011,Percent,LNE
BRANSON REORGANIZED 82,Two or more,2011,Percent,LNE
BRIGGSDALE RE-10,Two or more,2011,Percent,LNE
BUENA VISTA R-31,Two or more,2011,Percent,LNE
BUFFALO RE-4,Two or more,2011,Percent,LNE
BURLINGTON RE-6J,Two or more,2011,Percent,LNE
BYERS 32J,Two or more,2011,Percent,LNE
CALHAN RJ-1,Two or more,2011,Percent,LNE
CAMPO RE-6,Two or more,2011,Percent,LNE
CENTENNIAL R-1,Two or more,2011,Percent,LNE
BETHUNE R-5,White,2011,Percent,0.6
CAMPO RE-6,White,2011,Percent,0.6111
CANON CITY RE-1,White,2011,Percent,0.6836
BIG SANDY 100J,White,2011,Percent,0.6975
BENNETT 29J,White,2011,Percent,0.7018
BRIGHTON 27J,White,2011,Percent,0.7196
BURLINGTON RE-6J,White,2011,Percent,0.7244
CALHAN RJ-1,White,2011,Percent,0.7335
BRUSH RE-2(J),White,2011,Percent,0.7458
AULT-HIGHLAND RE-9,White,2011,Percent,0.7466
BYERS 32J,White,2011,Percent,0.747
BUENA VISTA R-31,White,2011,Percent,0.7522
ARRIBA-FLAGLER C-20,White,2011,Percent,0.7595
BRANSON REORGANIZED 82,White,2011,Percent,0.7644
BRIGGSDALE RE-10,White,2011,Percent,0.775
BUFFALO RE-4,White,2011,Percent,0.7879
BAYFIELD 10 JT-R,White,2011,Percent,0.8191
BOULDER VALLEY RE 2,White,2011,Percent,0.8719
ASPEN 1,White,2011,Percent,0.8927
CENTENNIAL R-1,White,2011,Percent,LNE
ARRIBA-FLAGLER C-20,All Students,2012,Percent,0.68966
ASPEN 1,All Students,2012,Percent,0.85981
AULT-HIGHLAND RE-9,All Students,2012,Percent,0.64128
BAYFIELD 10 JT-R,All Students,2012,Percent,0.7598
BENNETT 29J,All Students,2012,Percent,0.67975
BETHUNE R-5,All Students,2012,Percent,0.43038
BIG SANDY 100J,All Students,2012,Percent,0.70588
BOULDER VALLEY RE 2,All Students,2012,Percent,0.80525
BRANSON REORGANIZED 82,All Students,2012,Percent,0.76628
BRIGGSDALE RE-10,All Students,2012,Percent,0.79167
BRIGHTON 27J,All Students,2012,Percent,0.64432
BRUSH RE-2(J),All Students,2012,Percent,0.63938
BUENA VISTA R-31,All Students,2012,Percent,0.7554
