Location,Race Ethnicity,TimeFrame,DataFormat,Data
ACADEMY 20,All Students,2013,Percent,0.69683
ACADEMY 20,Asian,2013,Percent,0.8053
ACADEMY 20,Black,2013,Percent,0.4404
ACADEMY 20,Hawaiian/Pacific Islander,2013,Percent,0.6833
ACADEMY 20,Hispanic,2013,Percent,0.5883
ACADEMY 20,Native American,2013,Percent,0.5932
ACADEMY 20,Two or more,2013,Percent,0.6967
ACADEMY 20,White,2013,Percent,0.7208
ACADEMY 20,All Students,2014,Percent,0.69944
ACADEMY 20,Asian,2014,Percent,0.8
ACADEMY 20,Black,2014,Percent,0.4205
ACADEMY 20,Hawaiian/Pacific Islander,2014,Percent,0.6818
ACADEMY 20,Hispanic,2014,Percent,0.6048
ACADEMY 20,Native American,2014,Percent,0.5439
ACADEMY 20,Two or more,2014,Percent,0.6932
ACADEMY 20,White,2014,Percent,0.723
ADAMS COUNTY 14,All Students,2011,Percent,0.32
ADAMS COUNTY 14,Asian,2011,Percent,N/A
ADAMS COUNTY 14,Black,2011,Percent,0.1961
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2011,Percent,N/A
ADAMS COUNTY 14,Hispanic,2011,Percent,0.3159
ADAMS COUNTY 14,Native American,2011,Percent,0.3125
ADAMS COUNTY 14,Two or more,2011,Percent,0.3333
ADAMS COUNTY 14,White,2011,Percent,0.3814
ADAMS COUNTY 14,All Students,2012,Percent,0.28737
ADAMS COUNTY 14,Asian,2012,Percent,0
ADAMS COUNTY 14,Black,2012,Percent,0.2252
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2012,Percent,0.3077
ADAMS COUNTY 14,Hispanic,2012,Percent,0.2804
ADAMS COUNTY 14,Native American,2012,Percent,0.3077
ADAMS COUNTY 14,Two or more,2012,Percent,0.3478
ADAMS COUNTY 14,White,2012,Percent,0.3339
ADAMS COUNTY 14,All Students,2013,Percent,0.31066
ADAMS COUNTY 14,Asian,2013,Percent,LNE
ADAMS COUNTY 14,Black,2013,Percent,0.2897
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2013,Percent,LNE
ADAMS COUNTY 14,Hispanic,2013,Percent,0.3037
ADAMS COUNTY 14,Native American,2013,Percent,0.36
ADAMS COUNTY 14,Two or more,2013,Percent,0.2813
ADAMS COUNTY 14,White,2013,Percent,0.3551
ADAMS COUNTY 14,All Students,2014,Percent,0.32418
ADAMS COUNTY 14,Asian,2014,Percent,LNE
ADAMS COUNTY 14,Black,2014,Percent,0.2
ADAMS COUNTY 14,Hawaiian/Pacific Islander,2014,Percent,LNE
ADAMS COUNTY 14,Hispanic,2014,Percent,0.3147
ADAMS COUNTY 14,Native American,2014,Percent,0.4286
ADAMS COUNTY 14,Two or more,2014,Percent,0.3438
ADAMS COUNTY 14,White,2014,Percent,0.4034
ADAMS-ARAPAHOE 28J,All Students,2011,Percent,0.38
ADAMS-ARAPAHOE 28J,Asian,2011,Percent,0.4817
ADAMS-ARAPAHOE 28J,Black,2011,Percent,0.291
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2011,Percent,0.314
ADAMS-ARAPAHOE 28J,Hispanic,2011,Percent,0.3317
ADAMS-ARAPAHOE 28J,Native American,2011,Percent,0.4286
ADAMS-ARAPAHOE 28J,Two or more,2011,Percent,0.4764
ADAMS-ARAPAHOE 28J,White,2011,Percent,0.5451
ADAMS-ARAPAHOE 28J,All Students,2012,Percent,0.37735
ADAMS-ARAPAHOE 28J,Asian,2012,Percent,0.4859
ADAMS-ARAPAHOE 28J,Black,2012,Percent,0.2916
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2012,Percent,0.4438
ADAMS-ARAPAHOE 28J,Hispanic,2012,Percent,0.3356
ADAMS-ARAPAHOE 28J,Native American,2012,Percent,0.4438
ADAMS-ARAPAHOE 28J,Two or more,2012,Percent,0.4452
ADAMS-ARAPAHOE 28J,White,2012,Percent,0.5502
ADAMS-ARAPAHOE 28J,All Students,2013,Percent,0.3733
ADAMS-ARAPAHOE 28J,Asian,2013,Percent,0.4809
ADAMS-ARAPAHOE 28J,Black,2013,Percent,0.3023
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2013,Percent,0.2885
ADAMS-ARAPAHOE 28J,Hispanic,2013,Percent,0.3313
ADAMS-ARAPAHOE 28J,Native American,2013,Percent,0.4624
ADAMS-ARAPAHOE 28J,Two or more,2013,Percent,0.425
ADAMS-ARAPAHOE 28J,White,2013,Percent,0.5426
ADAMS-ARAPAHOE 28J,All Students,2014,Percent,0.35927
ADAMS-ARAPAHOE 28J,Asian,2014,Percent,0.4576
ADAMS-ARAPAHOE 28J,Black,2014,Percent,0.2851
ADAMS-ARAPAHOE 28J,Hawaiian/Pacific Islander,2014,Percent,0.3805
ADAMS-ARAPAHOE 28J,Hispanic,2014,Percent,0.3173
ADAMS-ARAPAHOE 28J,Native American,2014,Percent,0.3441
ADAMS-ARAPAHOE 28J,Two or more,2014,Percent,0.4104
ADAMS-ARAPAHOE 28J,White,2014,Percent,0.5436
AGATE 300,All Students,2011,Percent,N/A
AGATE 300,Asian,2011,Percent,N/A
AGATE 300,Black,2011,Percent,N/A
AGATE 300,Hawaiian/Pacific Islander,2011,Percent,N/A
AGATE 300,Hispanic,2011,Percent,N/A
AGATE 300,Native American,2011,Percent,N/A
AGATE 300,Two or more,2011,Percent,N/A
AGATE 300,White,2011,Percent,N/A
AGATE 300,All Students,2012,Percent,LNE
AGATE 300,Asian,2012,Percent,LNE
AGATE 300,Black,2012,Percent,LNE
AGATE 300,Hawaiian/Pacific Islander,2012,Percent,LNE
AGATE 300,Hispanic,2012,Percent,LNE
AGATE 300,Native American,2012,Percent,LNE
AGATE 300,Two or more,2012,Percent,LNE
AGATE 300,White,2012,Percent,LNE
AGATE 300,All Students,2013,Percent,LNE
AGATE 300,Asian,2013,Percent,LNE
AGATE 300,Black,2013,Percent,LNE
AGATE 300,Hawaiian/Pacific Islander,2013,Percent,LNE
AGATE 300,Hispanic,2013,Percent,LNE
AGATE 300,Native American,2013,Percent,LNE
AGATE 300,Two or more,2013,Percent,LNE
AGATE 300,White,2013,Percent,0
AGATE 300,All Students,2014,Percent,LNE
AGATE 300,Asian,2014,Percent,LNE
AGATE 300,Black,2014,Percent,LNE
AGATE 300,Hawaiian/Pacific Islander,2014,Percent,LNE
AGATE 300,Hispanic,2014,Percent,LNE
AGATE 300,Native American,2014,Percent,LNE
AGATE 300,Two or more,2014,Percent,LNE
AGATE 300,White,2014,Percent,LNE
AGUILAR REORGANIZED 6,All Students,2011,Percent,0.41
AGUILAR REORGANIZED 6,Asian,2011,Percent,N/A
AGUILAR REORGANIZED 6,Black,2011,Percent,N/A
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2011,Percent,N/A
AGUILAR REORGANIZED 6,Hispanic,2011,Percent,0.4167
AGUILAR REORGANIZED 6,Native American,2011,Percent,N/A
AGUILAR REORGANIZED 6,Two or more,2011,Percent,N/A
AGUILAR REORGANIZED 6,White,2011,Percent,0.4091
AGUILAR REORGANIZED 6,All Students,2012,Percent,0.26667
AGUILAR REORGANIZED 6,Asian,2012,Percent,LNE
AGUILAR REORGANIZED 6,Black,2012,Percent,LNE
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2012,Percent,LNE
AGUILAR REORGANIZED 6,Hispanic,2012,Percent,0.32
AGUILAR REORGANIZED 6,Native American,2012,Percent,LNE
AGUILAR REORGANIZED 6,Two or more,2012,Percent,LNE
AGUILAR REORGANIZED 6,White,2012,Percent,0.2105
AGUILAR REORGANIZED 6,All Students,2013,Percent,0.325
AGUILAR REORGANIZED 6,Asian,2013,Percent,LNE
AGUILAR REORGANIZED 6,Black,2013,Percent,LNE
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2013,Percent,LNE
AGUILAR REORGANIZED 6,Hispanic,2013,Percent,0.2273
AGUILAR REORGANIZED 6,Native American,2013,Percent,LNE
AGUILAR REORGANIZED 6,Two or more,2013,Percent,LNE
AGUILAR REORGANIZED 6,White,2013,Percent,0.375
AGUILAR REORGANIZED 6,All Students,2014,Percent,0.21429
AGUILAR REORGANIZED 6,Asian,2014,Percent,LNE
AGUILAR REORGANIZED 6,Black,2014,Percent,LNE
AGUILAR REORGANIZED 6,Hawaiian/Pacific Islander,2014,Percent,LNE
AGUILAR REORGANIZED 6,Hispanic,2014,Percent,0.1333
AGUILAR REORGANIZED 6,Native American,2014,Percent,LNE
AGUILAR REORGANIZED 6,Two or more,2014,Percent,LNE
AGUILAR REORGANIZED 6,White,2014,Percent,0.3077
AKRON R-1,All Students,2011,Percent,0.48
AKRON R-1,Asian,2011,Percent,N/A
AKRON R-1,Black,2011,Percent,N/A
AKRON R-1,Hawaiian/Pacific Islander,2011,Percent,N/A
AKRON R-1,Hispanic,2011,Percent,0.3846
AKRON R-1,Native American,2011,Percent,N/A
AKRON R-1,Two or more,2011,Percent,N/A
AKRON R-1,White,2011,Percent,0.4944
AKRON R-1,All Students,2012,Percent,0.49519
AKRON R-1,Asian,2012,Percent,0
AKRON R-1,Black,2012,Percent,LNE
AKRON R-1,Hawaiian/Pacific Islander,2012,Percent,LNE
AKRON R-1,Hispanic,2012,Percent,0.3103
AKRON R-1,Native American,2012,Percent,LNE
AKRON R-1,Two or more,2012,Percent,LNE
AKRON R-1,White,2012,Percent,0.5205
AKRON R-1,All Students,2013,Percent,0.49083
AKRON R-1,Asian,2013,Percent,LNE
AKRON R-1,Black,2013,Percent,LNE
AKRON R-1,Hawaiian/Pacific Islander,2013,Percent,LNE
AKRON R-1,Hispanic,2013,Percent,0.3793
AKRON R-1,Native American,2013,Percent,LNE
AKRON R-1,Two or more,2013,Percent,LNE
AKRON R-1,White,2013,Percent,0.5056
AKRON R-1,All Students,2014,Percent,0.48792
AKRON R-1,Asian,2014,Percent,LNE
AKRON R-1,Black,2014,Percent,LNE
AKRON R-1,Hawaiian/Pacific Islander,2014,Percent,LNE
AKRON R-1,Hispanic,2014,Percent,0.4375
AKRON R-1,Native American,2014,Percent,LNE
AKRON R-1,Two or more,2014,Percent,LNE
AKRON R-1,White,2014,Percent,0.4969
ALAMOSA RE-11J,All Students,2011,Percent,0.42
ALAMOSA RE-11J,Asian,2011,Percent,N/A
ALAMOSA RE-11J,Black,2011,Percent,N/A
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2011,Percent,N/A
ALAMOSA RE-11J,Hispanic,2011,Percent,0.3556
ALAMOSA RE-11J,Native American,2011,Percent,N/A
ALAMOSA RE-11J,Two or more,2011,Percent,N/A
ALAMOSA RE-11J,White,2011,Percent,0.5412
ALAMOSA RE-11J,All Students,2012,Percent,0.44526
ALAMOSA RE-11J,Asian,2012,Percent,0
ALAMOSA RE-11J,Black,2012,Percent,0
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2012,Percent,LNE
ALAMOSA RE-11J,Hispanic,2012,Percent,0.374
ALAMOSA RE-11J,Native American,2012,Percent,LNE
ALAMOSA RE-11J,Two or more,2012,Percent,LNE
ALAMOSA RE-11J,White,2012,Percent,0.5681
ALAMOSA RE-11J,All Students,2013,Percent,0.46895
ALAMOSA RE-11J,Asian,2013,Percent,LNE
ALAMOSA RE-11J,Black,2013,Percent,LNE
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2013,Percent,LNE
ALAMOSA RE-11J,Hispanic,2013,Percent,0.402
ALAMOSA RE-11J,Native American,2013,Percent,LNE
ALAMOSA RE-11J,Two or more,2013,Percent,LNE
ALAMOSA RE-11J,White,2013,Percent,0.5891
ALAMOSA RE-11J,All Students,2014,Percent,0.48492
ALAMOSA RE-11J,Asian,2014,Percent,LNE
ALAMOSA RE-11J,Black,2014,Percent,LNE
ALAMOSA RE-11J,Hawaiian/Pacific Islander,2014,Percent,LNE
ALAMOSA RE-11J,Hispanic,2014,Percent,0.4156
ALAMOSA RE-11J,Native American,2014,Percent,LNE
ALAMOSA RE-11J,Two or more,2014,Percent,LNE
ALAMOSA RE-11J,White,2014,Percent,0.6049
ARCHULETA COUNTY 50 JT,All Students,2011,Percent,0.56
ARCHULETA COUNTY 50 JT,Asian,2011,Percent,N/A
ARCHULETA COUNTY 50 JT,Black,2011,Percent,N/A
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2011,Percent,N/A
ARCHULETA COUNTY 50 JT,Hispanic,2011,Percent,0.4694
ARCHULETA COUNTY 50 JT,Native American,2011,Percent,0.6875
ARCHULETA COUNTY 50 JT,Two or more,2011,Percent,N/A
ARCHULETA COUNTY 50 JT,White,2011,Percent,0.5848
ARCHULETA COUNTY 50 JT,All Students,2012,Percent,0.54429
ARCHULETA COUNTY 50 JT,Asian,2012,Percent,0
ARCHULETA COUNTY 50 JT,Black,2012,Percent,0
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2012,Percent,0.2632
ARCHULETA COUNTY 50 JT,Hispanic,2012,Percent,0.4423
ARCHULETA COUNTY 50 JT,Native American,2012,Percent,0.2632
ARCHULETA COUNTY 50 JT,Two or more,2012,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2012,Percent,0.5878
ARCHULETA COUNTY 50 JT,All Students,2013,Percent,0.50597
ARCHULETA COUNTY 50 JT,Asian,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,Black,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,Hispanic,2013,Percent,0.358
ARCHULETA COUNTY 50 JT,Native American,2013,Percent,0.25
ARCHULETA COUNTY 50 JT,Two or more,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2013,Percent,0.5805
ARCHULETA COUNTY 50 JT,All Students,2014,Percent,0.49562
ARCHULETA COUNTY 50 JT,Asian,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Black,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2014,Percent,LNE
ARICKAREE R-2,All Students,2011,Percent,0.7
ARRIBA-FLAGLER C-20,All Students,2011,Percent,0.52
ASPEN 1,All Students,2011,Percent,0.74
AULT-HIGHLAND RE-9,All Students,2011,Percent,0.52
BAYFIELD 10 JT-R,All Students,2011,Percent,0.58
BENNETT 29J,All Students,2011,Percent,0.53
BETHUNE R-5,All Students,2011,Percent,0.48
BIG SANDY 100J,All Students,2011,Percent,0.62
BOULDER VALLEY RE 2,All Students,2011,Percent,0.7
BRANSON REORGANIZED 82,All Students,2011,Percent,0.5
BRIGGSDALE RE-10,All Students,2011,Percent,0.6
BRIGHTON 27J,All Students,2011,Percent,0.48
BRUSH RE-2(J),All Students,2011,Percent,0.48
BUENA VISTA R-31,All Students,2011,Percent,0.51
BUFFALO RE-4,All Students,2011,Percent,0.64
BURLINGTON RE-6J,All Students,2011,Percent,0.44
BYERS 32J,All Students,2011,Percent,0.56
CALHAN RJ-1,All Students,2011,Percent,0.55
ARICKAREE R-2,Asian,2011,Percent,N/A
ARRIBA-FLAGLER C-20,Asian,2011,Percent,N/A
ASPEN 1,Asian,2011,Percent,0.7619
AULT-HIGHLAND RE-9,Asian,2011,Percent,N/A
BAYFIELD 10 JT-R,Asian,2011,Percent,N/A
BENNETT 29J,Asian,2011,Percent,N/A
BETHUNE R-5,Asian,2011,Percent,N/A
BIG SANDY 100J,Asian,2011,Percent,N/A
BOULDER VALLEY RE 2,Asian,2011,Percent,0.7906
BRANSON REORGANIZED 82,Asian,2011,Percent,N/A
BRIGGSDALE RE-10,Asian,2011,Percent,N/A
BRIGHTON 27J,Asian,2011,Percent,0.5187
BRUSH RE-2(J),Asian,2011,Percent,N/A
BUENA VISTA R-31,Asian,2011,Percent,N/A
BUFFALO RE-4,Asian,2011,Percent,N/A
BURLINGTON RE-6J,Asian,2011,Percent,N/A
BYERS 32J,Asian,2011,Percent,N/A
CALHAN RJ-1,Asian,2011,Percent,N/A
ARICKAREE R-2,Black,2011,Percent,N/A
ARRIBA-FLAGLER C-20,Black,2011,Percent,N/A
ASPEN 1,Black,2011,Percent,N/A
AULT-HIGHLAND RE-9,Black,2011,Percent,N/A
BAYFIELD 10 JT-R,Black,2011,Percent,N/A
BENNETT 29J,Black,2011,Percent,N/A
BETHUNE R-5,Black,2011,Percent,N/A
BIG SANDY 100J,Black,2011,Percent,N/A
BOULDER VALLEY RE 2,Black,2011,Percent,0.365
BRANSON REORGANIZED 82,Black,2011,Percent,N/A
BRIGGSDALE RE-10,Black,2011,Percent,N/A
BRIGHTON 27J,Black,2011,Percent,0.362
BRUSH RE-2(J),Black,2011,Percent,N/A
BUENA VISTA R-31,Black,2011,Percent,N/A
BUFFALO RE-4,Black,2011,Percent,N/A
BURLINGTON RE-6J,Black,2011,Percent,N/A
BYERS 32J,Black,2011,Percent,N/A
CALHAN RJ-1,Black,2011,Percent,N/A
ARICKAREE R-2,Hawaiian/Pacific Islander,2011,Percent,N/A
ARRIBA-FLAGLER C-20,Hawaiian/Pacific Islander,2011,Percent,N/A
ASPEN 1,Hawaiian/Pacific Islander,2011,Percent,N/A
AULT-HIGHLAND RE-9,Hawaiian/Pacific Islander,2011,Percent,N/A
BAYFIELD 10 JT-R,Hawaiian/Pacific Islander,2011,Percent,N/A
BENNETT 29J,Hawaiian/Pacific Islander,2011,Percent,N/A
BETHUNE R-5,Hawaiian/Pacific Islander,2011,Percent,N/A
BIG SANDY 100J,Hawaiian/Pacific Islander,2011,Percent,N/A
BOULDER VALLEY RE 2,Hawaiian/Pacific Islander,2011,Percent,N/A
BRANSON REORGANIZED 82,Hawaiian/Pacific Islander,2011,Percent,N/A
BRIGGSDALE RE-10,Hawaiian/Pacific Islander,2011,Percent,N/A
BRIGHTON 27J,Hawaiian/Pacific Islander,2011,Percent,0.5556
BRUSH RE-2(J),Hawaiian/Pacific Islander,2011,Percent,N/A
BUENA VISTA R-31,Hawaiian/Pacific Islander,2011,Percent,N/A
BUFFALO RE-4,Hawaiian/Pacific Islander,2011,Percent,N/A
BURLINGTON RE-6J,Hawaiian/Pacific Islander,2011,Percent,N/A
BYERS 32J,Hawaiian/Pacific Islander,2011,Percent,N/A
CALHAN RJ-1,Hawaiian/Pacific Islander,2011,Percent,N/A
ARICKAREE R-2,Hispanic,2011,Percent,N/A
ARRIBA-FLAGLER C-20,Hispanic,2011,Percent,N/A
ASPEN 1,Hispanic,2011,Percent,0.4274
AULT-HIGHLAND RE-9,Hispanic,2011,Percent,0.3864
BAYFIELD 10 JT-R,Hispanic,2011,Percent,0.3866
BENNETT 29J,Hispanic,2011,Percent,0.4216
BETHUNE R-5,Hispanic,2011,Percent,0.5
BIG SANDY 100J,Hispanic,2011,Percent,0.6154
BOULDER VALLEY RE 2,Hispanic,2011,Percent,0.4036
BRANSON REORGANIZED 82,Hispanic,2011,Percent,0.5098
BRIGGSDALE RE-10,Hispanic,2011,Percent,N/A
BRIGHTON 27J,Hispanic,2011,Percent,0.392
BRUSH RE-2(J),Hispanic,2011,Percent,0.3472
BUENA VISTA R-31,Hispanic,2011,Percent,0.3019
BUFFALO RE-4,Hispanic,2011,Percent,0.4706
BURLINGTON RE-6J,Hispanic,2011,Percent,0.3072
BYERS 32J,Hispanic,2011,Percent,0.5517
CALHAN RJ-1,Hispanic,2011,Percent,0.4839
ARICKAREE R-2,Native American,2011,Percent,N/A
ARRIBA-FLAGLER C-20,Native American,2011,Percent,N/A
ASPEN 1,Native American,2011,Percent,N/A
AULT-HIGHLAND RE-9,Native American,2011,Percent,N/A
BAYFIELD 10 JT-R,Native American,2011,Percent,0.28
BENNETT 29J,Native American,2011,Percent,N/A
BETHUNE R-5,Native American,2011,Percent,N/A
BIG SANDY 100J,Native American,2011,Percent,N/A
BOULDER VALLEY RE 2,Native American,2011,Percent,0.48
BRANSON REORGANIZED 82,Native American,2011,Percent,N/A
BRIGGSDALE RE-10,Native American,2011,Percent,N/A
BRIGHTON 27J,Native American,2011,Percent,0.4603
BRUSH RE-2(J),Native American,2011,Percent,N/A
BUENA VISTA R-31,Native American,2011,Percent,N/A
BUFFALO RE-4,Native American,2011,Percent,N/A
BURLINGTON RE-6J,Native American,2011,Percent,N/A
BYERS 32J,Native American,2011,Percent,N/A
CALHAN RJ-1,Native American,2011,Percent,N/A
ARICKAREE R-2,Two or more,2011,Percent,N/A
ARRIBA-FLAGLER C-20,Two or more,2011,Percent,N/A
ASPEN 1,Two or more,2011,Percent,N/A
AULT-HIGHLAND RE-9,Two or more,2011,Percent,N/A
BAYFIELD 10 JT-R,Two or more,2011,Percent,0.3529
BENNETT 29J,Two or more,2011,Percent,0.5
BETHUNE R-5,Two or more,2011,Percent,N/A
BIG SANDY 100J,Two or more,2011,Percent,N/A
BOULDER VALLEY RE 2,Two or more,2011,Percent,0.7615
BRANSON REORGANIZED 82,Two or more,2011,Percent,N/A
BRIGGSDALE RE-10,Two or more,2011,Percent,N/A
BRIGHTON 27J,Two or more,2011,Percent,0.5495
BRUSH RE-2(J),Two or more,2011,Percent,0.5882
BUENA VISTA R-31,Two or more,2011,Percent,N/A
BUFFALO RE-4,Two or more,2011,Percent,N/A
BURLINGTON RE-6J,Two or more,2011,Percent,N/A
BYERS 32J,Two or more,2011,Percent,N/A
CALHAN RJ-1,Two or more,2011,Percent,N/A
ARICKAREE R-2,White,2011,Percent,0.7167
ARRIBA-FLAGLER C-20,White,2011,Percent,0.5443
ASPEN 1,White,2011,Percent,0.781
AULT-HIGHLAND RE-9,White,2011,Percent,0.596
BAYFIELD 10 JT-R,White,2011,Percent,0.6328
BENNETT 29J,White,2011,Percent,0.5586
BETHUNE R-5,White,2011,Percent,0.46
BIG SANDY 100J,White,2011,Percent,0.6173
BOULDER VALLEY RE 2,White,2011,Percent,0.7555
BRANSON REORGANIZED 82,White,2011,Percent,0.5183
BRIGGSDALE RE-10,White,2011,Percent,0.6125
BRIGHTON 27J,White,2011,Percent,0.5621
BRUSH RE-2(J),White,2011,Percent,0.6189
BUENA VISTA R-31,White,2011,Percent,0.543
BUFFALO RE-4,White,2011,Percent,0.6667
BURLINGTON RE-6J,White,2011,Percent,0.5159
BYERS 32J,White,2011,Percent,0.5582
CALHAN RJ-1,White,2011,Percent,0.5768
ARICKAREE R-2,All Students,2012,Percent,0.71667
ARRIBA-FLAGLER C-20,All Students,2012,Percent,0.48276
ASPEN 1,All Students,2012,Percent,0.71895
AULT-HIGHLAND RE-9,All Students,2012,Percent,0.50503
BAYFIELD 10 JT-R,All Students,2012,Percent,0.57053
BENNETT 29J,All Students,2012,Percent,0.55486
BETHUNE R-5,All Students,2012,Percent,0.27848
BIG SANDY 100J,All Students,2012,Percent,0.58824
BOULDER VALLEY RE 2,All Students,2012,Percent,0.70887
BRANSON REORGANIZED 82,All Students,2012,Percent,0.46923
BRIGGSDALE RE-10,All Students,2012,Percent,0.58333
BRIGHTON 27J,All Students,2012,Percent,0.50546
BRUSH RE-2(J),All Students,2012,Percent,0.45022
BUENA VISTA R-31,All Students,2012,Percent,0.53153
BUFFALO RE-4,All Students,2012,Percent,0.60606
BURLINGTON RE-6J,All Students,2012,Percent,0.41339
BYERS 32J,All Students,2012,Percent,0.55789
CALHAN RJ-1,All Students,2012,Percent,0.51582
ARICKAREE R-2,Asian,2012,Percent,LNE
ARRIBA-FLAGLER C-20,Asian,2012,Percent,LNE
ASPEN 1,Asian,2012,Percent,0.7368
AULT-HIGHLAND RE-9,Asian,2012,Percent,0
BAYFIELD 10 JT-R,Asian,2012,Percent,0
BENNETT 29J,Asian,2012,Percent,0
BETHUNE R-5,Asian,2012,Percent,0
BIG SANDY 100J,Asian,2012,Percent,LNE
BOULDER VALLEY RE 2,Asian,2012,Percent,0.799
BRANSON REORGANIZED 82,Asian,2012,Percent,0
BRIGGSDALE RE-10,Asian,2012,Percent,0
BRIGHTON 27J,Asian,2012,Percent,0.6061
BRUSH RE-2(J),Asian,2012,Percent,0
BUENA VISTA R-31,Asian,2012,Percent,0
BUFFALO RE-4,Asian,2012,Percent,0
BURLINGTON RE-6J,Asian,2012,Percent,0
BYERS 32J,Asian,2012,Percent,0
CALHAN RJ-1,Asian,2012,Percent,0
ARICKAREE R-2,Black,2012,Percent,LNE
ARRIBA-FLAGLER C-20,Black,2012,Percent,0
ASPEN 1,Black,2012,Percent,0
AULT-HIGHLAND RE-9,Black,2012,Percent,0
BAYFIELD 10 JT-R,Black,2012,Percent,LNE
BENNETT 29J,Black,2012,Percent,0
BETHUNE R-5,Black,2012,Percent,LNE
BIG SANDY 100J,Black,2012,Percent,LNE
BOULDER VALLEY RE 2,Black,2012,Percent,0.4597
BRANSON REORGANIZED 82,Black,2012,Percent,0
BRIGGSDALE RE-10,Black,2012,Percent,LNE
BRIGHTON 27J,Black,2012,Percent,0.4046
BRUSH RE-2(J),Black,2012,Percent,0
BUENA VISTA R-31,Black,2012,Percent,0
BUFFALO RE-4,Black,2012,Percent,0
BURLINGTON RE-6J,Black,2012,Percent,0
BYERS 32J,Black,2012,Percent,0
CALHAN RJ-1,Black,2012,Percent,0
ARICKAREE R-2,Hawaiian/Pacific Islander,2012,Percent,LNE
ARRIBA-FLAGLER C-20,Hawaiian/Pacific Islander,2012,Percent,LNE
ASPEN 1,Hawaiian/Pacific Islander,2012,Percent,LNE
AULT-HIGHLAND RE-9,Hawaiian/Pacific Islander,2012,Percent,LNE
BAYFIELD 10 JT-R,Hawaiian/Pacific Islander,2012,Percent,0.3158
